rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
6572,Diplocirrus sp. A,Diplocirrus,Diplocirrus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129290,Diplocirrus,"Haase, 1915",Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,,,,PRA13,,,,,,,,,,,,,1989,,
6573,Ditrupa sp. A,Ditrupa,Ditrupa,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129561,Ditrupa,"Berkeley, 1835",Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Ditrupa,,,,,PRA13,,,,,,,,,,,,,1989,,
6574,Dysponetus sp. A,Dysponetus,Dysponetus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129236,Dysponetus,"Levinsen, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,,,,PRA13,,,,,,,,,,,,,1989,,
6575,Glycera sp. A,Glycera,Glycera,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129296,Glycera,"Lamarck, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,,,,PRA13,,,,,,,,,,,,,1989,,
6576,Hesionidae sp. A,Hesionidae,Hesionidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,946,Hesionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6577,Laonice sp. A,Laonice,Laonice,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,4,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129613,Laonice,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,,,,,PRA13,,,,,,,,,,,,,1989,,
6578,Levensenia sp. A,Levinsenia,Levinsenia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,phonetic,accepted,129432,Levinsenia,"Mesnil, 1897",Animalia,Annelida,Polychaeta,,Paraonidae,Levinsenia,,,,,PRA13,,,,,,,,,,,,,1989,,
6579,Lumbrinereis sp. B,Lumbrineris,Lumbrineris,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,,unaccepted,exact,129337,Lumbrineris,"Blainville, 1828",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinereis,,,,,PRA13,,,,,,,,,,,,,1989,,
6580,Mayella sp. A,Mayella,Mayella,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,325018,Mayella,"Hartmann-Schröder, 1959",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Mayella,,,,,PRA13,,,,,,,,,,,,,1989,,
6581,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6582,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,PRA13,,,,,,,,,,,,,1989,,
6583,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6584,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,PRA13,,,,,,,,,,,,,1989,,
6585,Progoniada sp. A,Progoniada,Progoniada,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129302,Progoniada,"Hartman, 1965",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Progoniada,,,,,PRA13,,,,,,,,,,,,,1989,,
6586,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6587,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,8,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6588,Sabellinae sp. B,Sabellinae,Sabellinae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6589,Scalibregmella sp. A,Scalibregmella,Scalibregmella,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,324773,Scalibregmella,"Hartman & Fauchald, 1971",Animalia,Annelida,Polychaeta,,Scalibregmatidae,Scalibregmella,,,,,PRA13,,,,,,,,,,,,,1989,,
6590,Spionidae indet.,Spionidae,Spionidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,913,Spionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Spionida,Spionidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6591,Syllidae indet.,Syllidae,Syllidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,948,Syllidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6592,Tachytrypane sp. A,Tachytrypane,Tachytrypane,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129416,Tachytrypane,"McIntosh <i>in</i> Jeffreys, 1876",Animalia,Annelida,Polychaeta,,Opheliidae,Tachytrypane,,,,,PRA13,,,,,,,,,,,,,1989,,
6593,Terebellidae indet.,Terebellidae,Terebellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,6,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,982,Terebellidae,"Johnston, 1846",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6594,Tharyx sp. A,Tharyx,Tharyx,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,9,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129249,Tharyx,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,,,PRA13,,,,,,,,,,,,,1989,,
6595,Travisia sp. A,Travisia,Travisia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129417,Travisia,"Johnston, 1840",Animalia,Annelida,Polychaeta,,Travisiidae,Travisia,,,,,PRA13,,,,,,,,,,,,,1989,,
6596,Travisia sp. C,Travisia,Travisia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129417,Travisia,"Johnston, 1840",Animalia,Annelida,Polychaeta,,Travisiidae,Travisia,,,,,PRA13,,,,,,,,,,,,,1989,,
6597,Trichobranchidae indet.,Trichobranchidae,Trichobranchidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,983,Trichobranchidae,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
6598,Oligochaeta,Oligochaeta,Oligochaeta,class,class,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,PRA13,,,,,,,,,,,,,1989,,
6599,Allia sp. A,Aricidea (Strelzovia),Aricidea (Strelzovia),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,732570,Aricidea (Strelzovia),"Aguirrezabalaga, 2012",Animalia,Annelida,Polychaeta,,Paraonidae,Allia,,,,,PRA14,,,,,,,,,,,,,1989,,
6600,Allia sp. C,Aricidea (Strelzovia),Aricidea (Strelzovia),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,732570,Aricidea (Strelzovia),"Aguirrezabalaga, 2012",Animalia,Annelida,Polychaeta,,Paraonidae,Allia,,,,,PRA14,,,,,,,,,,,,,1989,,
6601,Ancistrosyllis sp. A,Ancistrosyllis,Ancistrosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129462,Ancistrosyllis,"McIntosh, 1878",Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis,,,,,PRA14,,,,,,,,,,,,,1989,,
6602,Aurospio sp. A,Aurospio,Aurospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129608,Aurospio,"Maciolek, 1981",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aurospio,,,,,PRA14,,,,,,,,,,,,,1989,,
6603,Berkeleya sp. A,Berkeleyia,Berkeleyia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,324776,Berkeleyia,"Hartman, 1971",Animalia,Annelida,Polychaeta,,Orbiniidae,Berkeleya,,,,,PRA14,,,,,,,,,,,,,1989,,
6604,Capitellidae indet.,Capitellidae,Capitellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,921,Capitellidae,"Grube, 1862",Animalia,Annelida,Polychaeta,,Capitellidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6605,Dysponetus sp. A,Dysponetus,Dysponetus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129236,Dysponetus,"Levinsen, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,,,,PRA14,,,,,,,,,,,,,1989,,
6606,Flabelligella sp. D,Flabelligella,Flabelligella,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129140,Flabelligella,"Hartman, 1965",Animalia,Annelida,Polychaeta,Terebellida,Acrocirridae,Flabelligella,,,,,PRA14,,,,,,,,,,,,,1989,,
6607,Flabelligella sp. E,Flabelligella,Flabelligella,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129140,Flabelligella,"Hartman, 1965",Animalia,Annelida,Polychaeta,Terebellida,Acrocirridae,Flabelligella,,,,,PRA14,,,,,,,,,,,,,1989,,
6608,Glycera sp. A,Glycera,Glycera,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129296,Glycera,"Lamarck, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,,,,PRA14,,,,,,,,,,,,,1989,,
6609,Hesionidae sp. A,Hesionidae,Hesionidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,946,Hesionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6610,Laonice sp. A,Laonice,Laonice,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129613,Laonice,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,,,,,PRA14,,,,,,,,,,,,,1989,,
6611,Mayella sp. A,Mayella,Mayella,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,325018,Mayella,"Hartmann-Schröder, 1959",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Mayella,,,,,PRA14,,,,,,,,,,,,,1989,,
6612,Opheliidae indet.,Opheliidae,Opheliidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6613,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6614,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6615,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,4,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,PRA14,,,,,,,,,,,,,1989,,
6616,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,6,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6617,Spiophanes sp. A,Spiophanes,Spiophanes,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129626,Spiophanes,"Grube, 1860",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,,,,,PRA14,,,,,,,,,,,,,1989,,
6618,Tachytrypane sp. A,Tachytrypane,Tachytrypane,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129416,Tachytrypane,"McIntosh <i>in</i> Jeffreys, 1876",Animalia,Annelida,Polychaeta,,Opheliidae,Tachytrypane,,,,,PRA14,,,,,,,,,,,,,1989,,
6619,Terebellidae indet.,Terebellidae,Terebellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,6,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,982,Terebellidae,"Johnston, 1846",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,,PRA14,,,,,,,,,,,,,1989,,
6620,Terebellides sp. A,Terebellides,Terebellides,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129717,Terebellides,"Sars, 1835",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,,,,,PRA14,,,,,,,,,,,,,1989,,
6621,Tharyx sp. A,Tharyx,Tharyx,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,6,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129249,Tharyx,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,,,PRA14,,,,,,,,,,,,,1989,,
6622,Oligochaeta,Oligochaeta,Oligochaeta,class,class,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,PRA14,,,,,,,,,,,,,1989,,
6623,Acesta sp. A,Aricidea (Acmira),Aricidea (Acmira),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138124,Aricidea (Acmira),,Animalia,Annelida,Polychaeta,,Paraonidae,Aricidea,Acmira,,,,PRA15,,,,,,,,,,,,,1989,,
