rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
6507,Aedicira sp. A,Aricidea (Aedicira),Aricidea (Aedicira),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,alternate representation,alternate representation,325585,Aricidea (Aedicira),"Hartman, 1957",Animalia,Annelida,Polychaeta,,Paraonidae,Aedicira,,,,,PRA08,,,,,,,,,,,,,1989,,
6508,Aurospio sp. A,Aurospio,Aurospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129608,Aurospio,"Maciolek, 1981",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aurospio,,,,,PRA08,,,,,,,,,,,,,1989,,
6509,Berkeleya sp. A,Berkeleyia,Berkeleyia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,324776,Berkeleyia,"Hartman, 1971",Animalia,Annelida,Polychaeta,,Orbiniidae,Berkeleya,,,,,PRA08,,,,,,,,,,,,,1989,,
6510,Braniella sp. G,Anguillosyllis,Anguillosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,325027,Anguillosyllis,"Day, 1963",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,,,,,PRA08,,,,,,,,,,,,,1989,,
6511,Capitellidae indet.,Capitellidae,Capitellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,921,Capitellidae,"Grube, 1862",Animalia,Annelida,Polychaeta,,Capitellidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6512,Chaetozone sp. C,Chaetozone,Chaetozone,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,0,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129242,Chaetozone,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,,,,PRA08,,,,,,,,,,,,,1989,,
6513,Chone sp. A,Chone,Chone,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129525,Chone,"Krøyer, 1856",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,,,,PRA08,,,,,,,,,,,,,1989,,
6514,Cirrophorous sp. A,Cirrophorus,Cirrophorus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,,,exact,129431,Cirrophorus,"Ehlers, 1908",Animalia,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,,,,PRA08,,,,,,,,,,,,,1989,,
6515,Dysponetus sp. A,Dysponetus,Dysponetus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129236,Dysponetus,"Levinsen, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,,,,PRA08,,,,,,,,,,,,,1989,,
6516,Glycera sp. A,Glycera,Glycera,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129296,Glycera,"Lamarck, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,,,,PRA08,,,,,,,,,,,,,1989,,
6517,Hesionidae sp. A,Hesionidae,Hesionidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,946,Hesionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6518,Laonice sp. A,Laonice,Laonice,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129613,Laonice,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,,,,,PRA08,,,,,,,,,,,,,1989,,
6519,Leanira sp. A,Leanira,Leanira,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129590,Leanira,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,,,,,PRA08,,,,,,,,,,,,,1989,,
6520,Levensenia sp. A,Levinsenia,Levinsenia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,phonetic,accepted,129432,Levinsenia,"Mesnil, 1897",Animalia,Annelida,Polychaeta,,Paraonidae,Levinsenia,,,,,PRA08,,,,,,,,,,,,,1989,,
6521,Magelona sja. A,Magelona,Magelona,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129341,Magelona,"F. Müller, 1858",Animalia,Annelida,Polychaeta,,Magelonidae,Magelona,,,,,PRA08,,,,,,,,,,,,,1989,,
6522,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,PRA08,,,,,,,,,,,,,1989,,
6523,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,PRA08,,,,,,,,,,,,,1989,,
6524,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6525,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,PRA08,,,,,,,,,,,,,1989,,
6526,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6527,Paraonidae sp. A,Paraonidae,Paraonidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6528,Poecilochaetous sp. A,Poecilochaetus,Poecilochaetus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,,,exact,129471,Poecilochaetus,"Claparède in Ehlers, 1875",Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,,,,PRA08,,,,,,,,,,,,,1989,,
6529,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,8,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,PRA08,,,,,,,,,,,,,1989,,
6530,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,8,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6531,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,17,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA08,,,,,,,,,,,,,1989,,
6532,Spiophanes sp. A,Spiophanes,Spiophanes,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129626,Spiophanes,"Grube, 1860",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,,,,,PRA08,,,,,,,,,,,,,1989,,
6533,Tachytrypane sp. A,Tachytrypane,Tachytrypane,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129416,Tachytrypane,"McIntosh <i>in</i> Jeffreys, 1876",Animalia,Annelida,Polychaeta,,Opheliidae,Tachytrypane,,,,,PRA08,,,,,,,,,,,,,1989,,
6534,Terebellides sp. A,Terebellides,Terebellides,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129717,Terebellides,"Sars, 1835",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,,,,,PRA08,,,,,,,,,,,,,1989,,
6535,Tharyx sp. A,Tharyx,Tharyx,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,13,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129249,Tharyx,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,,,PRA08,,,,,,,,,,,,,1989,,
6536,Travisia sp. A,Travisia,Travisia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129417,Travisia,"Johnston, 1840",Animalia,Annelida,Polychaeta,,Travisiidae,Travisia,,,,,PRA08,,,,,,,,,,,,,1989,,
6537,Oligochaeta,Oligochaeta,Oligochaeta,class,class,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,PRA08,,,,,,,,,,,,,1989,,
6538,Aedicira sp. A,Aricidea (Aedicira),Aricidea (Aedicira),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,alternate representation,alternate representation,325585,Aricidea (Aedicira),"Hartman, 1957",Animalia,Annelida,Polychaeta,,Paraonidae,Aedicira,,,,,PRA12,,,,,,,,,,,,,1989,,
6539,Allia sp. A,Aricidea (Strelzovia),Aricidea (Strelzovia),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,5,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,732570,Aricidea (Strelzovia),"Aguirrezabalaga, 2012",Animalia,Annelida,Polychaeta,,Paraonidae,Allia,,,,,PRA12,,,,,,,,,,,,,1989,,
6540,Allia sp. B,Aricidea (Strelzovia),Aricidea (Strelzovia),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,732570,Aricidea (Strelzovia),"Aguirrezabalaga, 2012",Animalia,Annelida,Polychaeta,,Paraonidae,Allia,,,,,PRA12,,,,,,,,,,,,,1989,,
6541,Ampharetidae indet.,Ampharetidae,Ampharetidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,981,Ampharetidae,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6542,Aurospio sp. A,Aurospio,Aurospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129608,Aurospio,"Maciolek, 1981",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aurospio,,,,,PRA12,,,,,,,,,,,,,1989,,
6543,Bathyglycinde sp. A,Bathyglycinde,Bathyglycinde,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,238729,Bathyglycinde,"Fauchald, 1972",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Bathyglycinde,,,,,PRA12,,,,,,,,,,,,,1989,,
6544,Braniella sp. A,Anguillosyllis,Anguillosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,325027,Anguillosyllis,"Day, 1963",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,,,,,PRA12,,,,,,,,,,,,,1989,,
6545,Braniella sp. B,Anguillosyllis,Anguillosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,325027,Anguillosyllis,"Day, 1963",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,,,,,PRA12,,,,,,,,,,,,,1989,,
6546,Braniella sp. D,Anguillosyllis,Anguillosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,325027,Anguillosyllis,"Day, 1963",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,,,,,PRA12,,,,,,,,,,,,,1989,,
6547,Capitellidae indet.,Capitellidae,Capitellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,921,Capitellidae,"Grube, 1862",Animalia,Annelida,Polychaeta,,Capitellidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6548,Chone sp. A,Chone,Chone,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129525,Chone,"Krøyer, 1856",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,,,,PRA12,,,,,,,,,,,,,1989,,
6549,Cirrophorous sp. A,Cirrophorus,Cirrophorus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,,129431,Cirrophorus,"Ehlers, 1908",Animalia,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,,,,PRA12,,,,,,,,,,,,,1989,,
6550,Hesionidae sp. A,Hesionidae,Hesionidae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,946,Hesionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6551,Laonice sp. A,Laonice,Laonice,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,4,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129613,Laonice,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,,,,,PRA12,,,,,,,,,,,,,1989,,
6552,Leanira sp. A,Leanira,Leanira,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129590,Leanira,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,,,,,PRA12,,,,,,,,,,,,,1989,,
6553,Levensenia sp. A,Levinsenia,Levinsenia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,phonetic,accepted,129432,Levinsenia,"Mesnil, 1897",Animalia,Annelida,Polychaeta,,Paraonidae,Levinsenia,,,,,PRA12,,,,,,,,,,,,,1989,,
6554,Magelona sp. A,Magelona,Magelona,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129341,Magelona,"F. Müller, 1858",Animalia,Annelida,Polychaeta,,Magelonidae,Magelona,,,,,PRA12,,,,,,,,,,,,,1989,,
6555,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,PRA12,,,,,,,,,,,,,1989,,
6556,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,PRA12,,,,,,,,,,,,,1989,,
6557,Ophelina sp. A,Ophelina,Ophelina,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129414,Ophelina,"Örsted, 1843",Animalia,Annelida,Polychaeta,,Opheliidae,Ophelina,,,,,PRA12,,,,,,,,,,,,,1989,,
6558,Paralacydonia sja. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,PRA12,,,,,,,,,,,,,1989,,
6559,Phyllodocidae indet.,Phyllodocidae,Phyllodocidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,931,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6560,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,PRA12,,,,,,,,,,,,,1989,,
6561,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6562,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,2,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6563,Spionidae indet.,Spionidae,Spionidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,913,Spionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Spionida,Spionidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6564,Tachytrypane sp. A,Tachytrypane,Tachytrypane,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129416,Tachytrypane,"McIntosh <i>in</i> Jeffreys, 1876",Animalia,Annelida,Polychaeta,,Opheliidae,Tachytrypane,,,,,PRA12,,,,,,,,,,,,,1989,,
6565,Terebellidae indet.,Terebellidae,Terebellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,3,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,982,Terebellidae,"Johnston, 1846",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,,PRA12,,,,,,,,,,,,,1989,,
6566,Tharyx sp. A,Tharyx,Tharyx,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,9,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129249,Tharyx,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,,,PRA12,,,,,,,,,,,,,1989,,
6567,Travisia sp. A,Travisia,Travisia,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129417,Travisia,"Johnston, 1840",Animalia,Annelida,Polychaeta,,Travisiidae,Travisia,,,,,PRA12,,,,,,,,,,,,,1989,,
6568,Aedicira sp. A,Aricidea (Aedicira),Aricidea (Aedicira),genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,alternate representation,alternate representation,325585,Aricidea (Aedicira),"Hartman, 1957",Animalia,Annelida,Polychaeta,,Paraonidae,Aedicira,,,,,PRA13,,,,,,,,,,,,,1989,,
6569,Aurospio sp. A,Aurospio,Aurospio,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,4,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129608,Aurospio,"Maciolek, 1981",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aurospio,,,,,PRA13,,,,,,,,,,,,,1989,,
6570,Braniella sp. B,Anguillosyllis,Anguillosyllis,genus,temporary name,Wilson_1992,,1992,,,,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,unaccepted,unaccepted,325027,Anguillosyllis,"Day, 1963",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,,,,,PRA13,,,,,,,,,,,,,1989,,
6571,Capitellidae indet.,Capitellidae,Capitellidae,family,family,Wilson_1992,,1992,indet.,,species,,,no- duplicated in Wilson 2017 supmat,text,1,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,921,Capitellidae,"Grube, 1862",Animalia,Annelida,Polychaeta,,Capitellidae,,,,,,PRA13,,,,,,,,,,,,,1989,,
