rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,to_do,note,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,UPSET_NOTE,UPSET_CAT,INTERP_AREA1,latitude,longitude,station,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
3783,Actiniaria ACT_058,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3784,Actiniaria ACT_059,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3785,Actiniaria ACT_060,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3786,Actiniaria ACT_023 ,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3787,Actiniaria ACT_025 ,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3788,Actiniaria ACT_077,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3789,Actiniaria ACT_066,Actiniaria,Actiniaria,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3790,Actinostolidae  ACT_080,Actinostolidae,Actinostolidae,family,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,100655,Actinostolidae,"Carlgren, 1932",Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3791,Metridioidea ACT_042,Metridioidea,Metridioidea,superfamily,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,y,exact,,accepted,854224,Metridioidea,"Carlgren, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3792,Metridioidea ACT_044,Metridioidea,Metridioidea,superfamily,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,y,exact,,accepted,854224,Metridioidea,"Carlgren, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3793,Urticina ACT_030,Urticina,Urticina,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,100706,Urticina,"Ehrenberg, 1834",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3794,Sagartia ACT_031,Cylista,Cylista,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,unaccepted name,accepted,854014,Cylista,"Wright, 1859",Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3795,Isididae ALC_035,Isididae,Isididae,family,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3796,Bathygorgia ALC_003,Bathygorgia,Bathygorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,883738,Bathygorgia,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3797,Bathygorgia ALC_032,Bathygorgia,Bathygorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,883738,Bathygorgia,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3798,Bathygorgia ALC_004,Bathygorgia,Bathygorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,883738,Bathygorgia,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3799,Bathygorgia ALC_028,Bathygorgia,Bathygorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,883738,Bathygorgia,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3800,Bathygorgia ALC_029,Bathygorgia,Bathygorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,883738,Bathygorgia,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3801,Lepidisis ALC_005,Lepidisis,Lepidisis,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125307,Lepidisis,"Verrill, 1883",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3802,Calyptrophora persephone ALC_007,Calyptrophora persephone,Calyptrophora persephone,species,species,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,record,record,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,nb identified to species but morphospecies code incl in verbatim name for ref,accepted,872587,Calyptrophora persephone,"Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,persephone,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3803,Calyptrophora distolos  ALC_016,Calyptrophora distolos,Calyptrophora distolos,species,species,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,record,record,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,nb identified to species but morphospecies code incl in verbatim name for ref,accepted,1317072,Calyptrophora distolos,"Cairns, 2018",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,distolos,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3804,Abyssoprimnoa ALC_008,Abyssoprimnoa,Abyssoprimnoa,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,872589,Abyssoprimnoa,"Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3805,Isididae ALC_002,Isididae,Isididae,family,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3806,Isididae ALC_040,Isididae,Isididae,family,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3807,Callozostron ALC_009,Callozostron,Callozostron,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,173448,Callozostron,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Callozostron,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3808,Callozostron ALC_010,Callozostron,Callozostron,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,173448,Callozostron,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Callozostron,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3809,Callozostron ALC_018,Callozostron,Callozostron,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,173448,Callozostron,"Wright, 1885",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Callozostron,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3810,Chrysogorgia ALC_017,Chrysogorgia,Chrysogorgia,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125294,Chrysogorgia,"Duchassaing & Michelotti, 1864",Animalia,Cnidaria,Anthozoa,Alcyonacea,Chrysogorgiidae,Chrysogorgia,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3811,Taiaroidae ALC_030,Taiaroidae,Taiaroidae,family,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,266951,Taiaroidae,"Bayer & Muzik, 1976",Animalia,Cnidaria,Anthozoa,Alcyonacea,Taiaroidae,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3812,Alcyonacea ALC_013,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3813,Alcyonacea ALC_011,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3814,Alcyonacea ALC_031,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3815,Alcyonacea ALC_033,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3816,Alcyonacea ALC_014,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3817,Alcyonacea ALC_015,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3818,Alcyonacea ALC_019,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3819,Alcyonacea ALC_021,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3820,Alcyonacea ALC_023,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3821,Alcyonacea ALC_024,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3822,Alcyonacea ALC_034,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3823,Alcyonacea ALC_025,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3824,Alcyonacea ALC_027,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3825,Alcyonacea ALC_037,Alcyonacea,Alcyonacea,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3826,Antipatharia ANT_001,Antipatharia,Antipatharia,order,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,22549,Antipatharia,,Animalia,Cnidaria,Anthozoa,Antipatharia,,,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3827,Abyssopathes ANT_002,Abyssopathes,Abyssopathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,267184,Abyssopathes,"Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3828,Bathypathes ANT_003,Bathypathes,Bathypathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,103304,Bathypathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3829,Bathypathes ANT_005,Bathypathes,Bathypathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,103304,Bathypathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3830,Bathypathes ANT_006,Bathypathes,Bathypathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,103304,Bathypathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3831,Schizopathes ANT_011,Schizopathes,Schizopathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,103307,Schizopathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Schizopathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
3832,Parantipathes  ANT_008,Parantipathes,Parantipathes,genus,temporary name,Simon-Lledó invertebrates catalog,,NA,,,,,,no- unpublished,,,,,ROV imagery,,,temporary name,poss undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,103306,Parantipathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Parantipathes,,,,,don't include,no,,,,,,,,,,,,,,,,,,NA,NA,
