"","Species","Individuals"
"N17961",1890.56292574541,17961
"N17981",1891.75670527153,17981
"N18001",1892.94971033727,18001
"N18021",1894.14194213306,18021
"N18041",1895.33340175516,18041
"N18061",1896.52409038876,18061
"N18081",1897.71400913952,18081
"N18101",1898.9031591242,18101
"N18121",1900.0915415224,18121
"N18141",1901.27915743449,18141
"N18161",1902.46600799247,18161
"N18181",1903.65209431903,18181
"N18201",1904.83741751008,18201
"N18221",1906.02197871157,18221
"N18241",1907.20577904018,18241
"N18261",1908.38881961961,18261
"N18281",1909.57110148542,18281
"N18301",1910.75262581575,18301
"N18321",1911.93339370065,18321
"N18341",1913.11340622674,18341
"N18361",1914.29266448589,18361
"N18381",1915.47116960975,18381
"N18401",1916.6489226622,18401
"N18421",1917.82592469833,18421
"N18441",1919.00217687903,18441
"N18461",1920.17768023394,18461
"N18481",1921.35243588154,18481
"N18501",1922.52644487026,18501
"N18521",1923.69970831387,18521
"N18541",1924.87222722986,18541
"N18561",1926.04400272141,18561
"N18581",1927.21503589071,18581
"N18601",1928.38532773654,18601
"N18621",1929.5548793542,18621
"N18641",1930.7236918042,18641
"N18661",1931.89176616793,18661
"N18681",1933.05910345993,18681
"N18701",1934.225704766,18701
"N18721",1935.39157112527,18721
"N18741",1936.55670356679,18741
"N18761",1937.72110313838,18761
"N18781",1938.88477092567,18781
"N18801",1940.04770793711,18801
"N18821",1941.20991520374,18821
"N18841",1942.37139377342,18841
"N18861",1943.53214467356,18861
"N18881",1944.69216893438,18881
"N18901",1945.85146758456,18901
"N18921",1947.01004166709,18921
"N18941",1948.16789217385,18941
"N18961",1949.32502015003,18961
"N18981",1950.48142659671,18981
"N19001",1951.63711251921,19001
"N19021",1952.79207894965,19021
"N19041",1953.94632693493,19041
"N19061",1955.09985742681,19061
"N19081",1956.25267141687,19081
"N19101",1957.40476998212,19101
"N19121",1958.55615407867,19121
"N19141",1959.70682468665,19141
"N19161",1960.8567828588,19161
"N19181",1962.00602950451,19181
"N19201",1963.15456571013,19201
"N19221",1964.30239241801,19221
"N19241",1965.44951060028,19241
"N19261",1966.5959212639,19261
"N19281",1967.74162537608,19281
"N19301",1968.88662395756,19301
"N19321",1970.03091794633,19321
"N19341",1971.17450831178,19341
"N19361",1972.31739603334,19361
"N19381",1973.45958211525,19381
"N19401",1974.60106749235,19401
"N19421",1975.74185314627,19421
"N19441",1976.88194005623,19441
"N19461",1978.02132912366,19461
"N19481",1979.16002134108,19481
"N19501",1980.29801771662,19501
"N19521",1981.43531911007,19521
"N19541",1982.57192654821,19541
"N19561",1983.70784097764,19561
"N19581",1984.84306329241,19581
"N19601",1985.97759449169,19601
"N19621",1987.11143548993,19621
"N19641",1988.24458723283,19641
"N19661",1989.37705067309,19661
"N19681",1990.50882676952,19681
"N19701",1991.63991640268,19701
"N19721",1992.7703205265,19721
"N19741",1993.90004007812,19741
"N19761",1995.0290759859,19761
"N19781",1996.15742919801,19781
"N19801",1997.28510058748,19801
"N19821",1998.41209113287,19821
"N19841",1999.53840170027,19841
"N19861",2000.66403325802,19861
"N19881",2001.78898668061,19881
"N19901",2002.91326291897,19901
"N19921",2004.03686283534,19921
"N19941",2005.15978740005,19941
"N19961",2006.28203747441,19961
"N19981",2007.40361398548,19981
"N20001",2008.52451783513,20001
"N20021",2009.64474991714,20021
"N20041",2010.764311136,20041
"N20061",2011.88320238795,20061
"N20081",2013.00142458248,20081
"N20101",2014.1189785476,20101
"N20121",2015.23586524437,20121
"N20141",2016.3520855758,20141
"N20161",2017.46764038675,20161
"N20181",2018.58253057909,20181
"N20201",2019.6967569938,20201
"N20221",2020.81032052126,20221
"N20241",2021.92322211947,20241
"N20261",2023.03546259361,20261
"N20281",2024.14704285666,20281
"N20301",2025.25796373887,20301
"N20321",2026.36822613031,20321
"N20341",2027.47783092813,20341
"N20361",2028.58677897406,20361
"N20381",2029.69507109587,20381
"N20401",2030.80270823842,20401
"N20421",2031.9096912067,20421
"N20441",2033.01602088933,20441
"N20461",2034.12169810957,20461
"N20481",2035.22672374328,20481
"N20501",2036.3310986594,20501
"N20521",2037.4348236928,20521
"N20541",2038.53789967837,20541
"N20561",2039.64032747595,20561
"N20581",2040.74210798255,20581
"N20601",2041.84324195038,20601
"N20621",2042.9437302744,20621
"N20641",2044.04357379919,20641
"N20661",2045.14277335664,20661
"N20681",2046.24132977384,20681
"N20701",2047.33924389046,20701
"N20721",2048.43651654238,20721
"N20741",2049.53314858445,20741
"N20761",2050.62914078941,20761
"N20781",2051.72449399573,20781
"N20801",2052.81920909964,20801
"N20821",2053.91328686486,20821
"N20841",2055.00672813595,20841
"N20861",2056.09953368975,20861
"N20881",2057.19170440946,20881
"N20901",2058.28324104741,20901
"N20921",2059.37414448653,20921
"N20941",2060.46441548355,20941
"N20961",2061.55405486217,20961
"N20981",2062.6430634628,20981
"N21001",2063.73144204503,21001
"N21021",2064.81919147767,21021
"N21041",2065.9063125082,21041
"N21061",2066.99280594571,21061
"N21081",2068.07867262211,21081
"N21101",2069.16391332741,21101
"N21121",2070.24852885088,21121
"N21141",2071.33251995602,21141
"N21161",2072.41588752086,21161
"N21181",2073.49863228655,21181
"N21201",2074.58075497646,21201
"N21221",2075.66225648261,21221
"N21241",2076.74313757154,21241
"N21261",2077.82339899093,21261
"N21281",2078.90304156529,21281
"N21301",2079.98206604179,21301
"N21321",2081.0604732457,21321
"N21341",2082.138263892,21341
"N21361",2083.21543882215,21361
"N21381",2084.29199879806,21381
"N21401",2085.36794453205,21401
"N21421",2086.44327686129,21421
"N21441",2087.51799652418,21441
"N21461",2088.59210432913,21461
"N21481",2089.66560098919,21481
"N21501",2090.73848728743,21501
"N21521",2091.81076403761,21521
"N21541",2092.88243192013,21541
"N21561",2093.9534917749,21561
"N21581",2095.0239442643,21581
"N21601",2096.09379025048,21601
"N21621",2097.16303046011,21621
"N21641",2098.23166557132,21641
"N21661",2099.29969643084,21661
"N21681",2100.36712375305,21681
"N21701",2101.43394827871,21701
"N21721",2102.50017078015,21721
"N21741",2103.56579197119,21741
"N21761",2104.63081260934,21761
"N21781",2105.6952334602,21781
"N21801",2106.75905522547,21801
"N21821",2107.82227867471,21821
"N21841",2108.88490453337,21841
"N21861",2109.94693355956,21861
"N21881",2111.00836646851,21881
"N21901",2112.06920396945,21901
"N21921",2113.12944683952,21921
"N21941",2114.18909580349,21941
"N21961",2115.24815157914,21961
"N21981",2116.30661487344,21981
"N22001",2117.36448643738,22001
"N22021",2118.42176701678,22021
"N22041",2119.4784572425,22041
"N22061",2120.53455792604,22061
"N22081",2121.59006979199,22081
"N22101",2122.64499353334,22101
"N22121",2123.69932983071,22121
"N22141",2124.75307944819,22141
"N22161",2125.80624309115,22161
"N22181",2126.85882146233,22181
"N22201",2127.91081528304,22201
"N22221",2128.96222525755,22221
"N22241",2130.01305206938,22241
"N22261",2131.0632964274,22261
"N22281",2132.11295910537,22281
"N22301",2133.16204073052,22301
"N22321",2134.21054204055,22321
"N22341",2135.25846373559,22341
"N22361",2136.30580649047,22361
"N22381",2137.35257106294,22381
"N22401",2138.39875805476,22401
"N22421",2139.44436824443,22421
"N22441",2140.48940228993,22441
"N22461",2141.53386088969,22461
"N22481",2142.57774474221,22481
"N22501",2143.62105449637,22501
"N22521",2144.66379090005,22521
"N22541",2145.70595458228,22541
"N22561",2146.74754630528,22561
"N22581",2147.78856667733,22581
"N22601",2148.82901640371,22601
"N22621",2149.86889618367,22621
"N22641",2150.90820667498,22641
"N22661",2151.94694856137,22661
"N22681",2152.98512255498,22681
"N22701",2154.02272924429,22701
"N22721",2155.05976940028,22721
"N22741",2156.09624365244,22741
"N22761",2157.13215266908,22761
"N22781",2158.16749712818,22781
"N22801",2159.20227764127,22801
"N22821",2160.23649501318,22821
"N22841",2161.2701497615,22841
"N22861",2162.30324267724,22861
"N22881",2163.33577429318,22881
"N22901",2164.36774538158,22901
"N22921",2165.39915654967,22921
"N22941",2166.43000845,22941
"N22961",2167.4603017968,22961
"N22981",2168.49003718456,22981
"N23001",2169.51921531413,23001
"N23021",2170.54783679371,23021
"N23041",2171.57590230409,23041
"N23061",2172.60341249525,23061
"N23081",2173.63036803878,23081
"N23101",2174.65676954612,23101
"N23121",2175.6826176578,23121
"N23141",2176.70791308265,23141
"N23161",2177.73265637928,23161
"N23181",2178.75684826688,23181
"N23201",2179.78048933717,23201
"N23221",2180.80358028275,23221
"N23241",2181.82612169136,23241
"N23261",2182.84811421443,23261
"N23281",2183.86955851776,23281
"N23301",2184.89045519715,23301
"N23321",2185.91080491086,23321
"N23341",2186.93060829616,23341
"N23361",2187.94986598123,23361
"N23381",2188.96857858529,23381
"N23401",2189.98674673773,23401
"N23421",2191.00437109346,23421
"N23441",2192.02145227338,23441
"N23461",2193.03799085139,23461
"N23481",2194.05398751527,23481
"N23501",2195.06944288151,23501
"N23521",2196.08435753692,23521
"N23541",2197.0987321184,23541
"N23561",2198.11256726951,23561
"N23581",2199.12586356945,23581
"N23601",2200.13862169547,23601
"N23621",2201.15084220395,23621
"N23641",2202.16252571674,23641
"N23661",2203.17367288499,23661
"N23681",2204.18428427457,23681
"N23701",2205.19436054106,23701
"N23721",2206.20390225054,23721
"N23741",2207.21291008374,23741
"N23761",2208.22138456346,23761
"N23781",2209.22932633496,23781
"N23801",2210.23673602133,23801
"N23821",2211.24361417755,23821
"N23841",2212.24996145624,23841
"N23861",2213.25577845689,23861
"N23881",2214.26106576154,23881
"N23901",2215.26582396558,23901
"N23921",2216.27005368305,23921
"N23941",2217.27375549142,23941
"N23961",2218.27693000193,23961
"N23981",2219.27957781153,23981
"N24001",2220.28169953343,24001
"N24021",2221.28329570433,24021
"N24041",2222.28436694705,24041
"N24061",2223.28491386341,24061
"N24081",2224.28493707552,24081
"N24101",2225.28443704757,24101
"N24121",2226.28341450454,24121
"N24141",2227.28186997706,24141
"N24161",2228.27980403977,24161
"N24181",2229.27721729911,24181
"N24201",2230.27411031484,24201
"N24221",2231.2704836799,24221
"N24241",2232.26633796236,24241
"N24261",2233.26167375744,24261
"N24281",2234.25649165113,24281
"N24301",2235.25079221459,24301
"N24321",2236.24457600405,24321
"N24341",2237.23784361975,24341
"N24361",2238.23059560123,24361
"N24381",2239.22283256017,24381
"N24401",2240.21455505809,24401
"N24421",2241.20576365029,24421
"N24441",2242.19645893056,24441
"N24461",2243.18664146568,24461
"N24481",2244.17631178512,24481
"N24501",2245.16547049149,24501
"N24521",2246.1541181272,24521
"N24541",2247.14225530026,24541
"N24561",2248.12988252347,24561
"N24581",2249.11700038746,24581
"N24601",2250.10360942064,24601
"N24621",2251.08971023208,24621
"N24641",2252.07530333916,24641
"N24661",2253.06038932977,24661
"N24681",2254.04496873696,24681
"N24701",2255.02904213266,24701
"N24721",2256.0126100568,24721
"N24741",2256.99567311085,24741
"N24761",2257.97823175348,24761
"N24781",2258.9602866201,24781
"N24801",2259.9418382279,24801
"N24821",2260.9228871488,24821
"N24841",2261.90343388851,24841
"N24861",2262.88347900655,24861
"N24881",2263.86302309676,24881
"N24901",2264.84206666764,24901
"N24921",2265.82061026912,24921
"N24941",2266.79865442307,24941
"N24961",2267.77619970763,24961
"N24981",2268.75324666872,24981
"N25001",2269.72979578433,25001
"N25021",2270.70584764016,25021
"N25041",2271.68140279308,25041
"N25061",2272.65646176974,25061
"N25081",2273.63102506577,25081
"N25101",2274.6050932639,25101
"N25121",2275.57866685369,25121
"N25141",2276.55174643264,25141
"N25161",2277.52433249365,25161
"N25181",2278.49642559783,25181
"N25201",2279.46802618732,25201
"N25221",2280.43913487423,25221
"N25241",2281.40975218036,25241
"N25261",2282.37987863615,25261
"N25281",2283.34951471977,25281
"N25301",2284.31866102171,25301
"N25321",2285.28731802283,25321
"N25341",2286.25548625913,25341
"N25361",2287.22316624173,25361
"N25381",2288.19035854021,25381
"N25401",2289.15706359439,25401
"N25421",2290.12328201392,25421
"N25441",2291.08901425314,25441
"N25461",2292.05426084276,25461
"N25481",2293.01902233592,25481
"N25501",2293.98329920382,25501
"N25521",2294.94709198292,25521
"N25541",2295.91040118341,25541
"N25561",2296.87322731251,25561
"N25581",2297.8355709061,25581
"N25601",2298.79743245408,25601
"N25621",2299.75881245766,25621
"N25641",2300.71971145238,25641
"N25661",2301.68012995693,25661
"N25681",2302.64006846468,25681
"N25701",2303.5995274707,25701
"N25721",2304.55850747816,25721
"N25741",2305.517008995,25741
"N25761",2306.47503255278,25761
"N25781",2307.43257860871,25781
"N25801",2308.38964772042,25801
"N25821",2309.34624034842,25821
"N25841",2310.30235700448,25841
"N25861",2311.25799818369,25861
"N25881",2312.21316441866,25881
"N25901",2313.16785614205,25901
"N25921",2314.12207393877,25921
"N25941",2315.07581821397,25941
"N25961",2316.02908952694,25961
"N25981",2316.98188835492,25981
"N26001",2317.93421517283,26001
"N26021",2318.88607049027,26021
"N26041",2319.83745481262,26041
"N26061",2320.78836858712,26061
"N26081",2321.73881232675,26081
"N26101",2322.68878655168,26101
"N26121",2323.63829173696,26121
"N26141",2324.58732834223,26141
"N26161",2325.53589684803,26161
"N26181",2326.48399779858,26181
"N26201",2327.43163160804,26201
"N26221",2328.37879882006,26221
"N26241",2329.32549989563,26241
"N26261",2330.2717352597,26261
"N26281",2331.21750552375,26281
"N26301",2332.16281106264,26301
"N26321",2333.10765238009,26321
"N26341",2334.05202995992,26341
"N26361",2334.9959442912,26361
"N26381",2335.93939583131,26381
"N26401",2336.88238507306,26401
"N26421",2337.82491250368,26421
"N26441",2338.76697858205,26441
"N26461",2339.70858376306,26461
"N26481",2340.64972851748,26481
"N26501",2341.59041336945,26501
"N26521",2342.53063876595,26521
"N26541",2343.47040514145,26541
"N26561",2344.40971303172,26561
"N26581",2345.34856286067,26581
"N26601",2346.28695508271,26601
"N26621",2347.22489021724,26621
"N26641",2348.16236868736,26641
"N26661",2349.099391008,26661
"N26681",2350.03595755328,26681
"N26701",2350.97206887335,26701
"N26721",2351.90772542036,26721
"N26741",2352.84292761877,26741
"N26761",2353.77767593141,26761
"N26781",2354.71197086004,26781
"N26801",2355.64581283269,26801
"N26821",2356.5792023512,26821
"N26841",2357.51213979557,26841
"N26861",2358.44462571434,26861
"N26881",2359.37666050507,26881
"N26901",2360.30824465044,26901
"N26921",2361.23937857492,26921
"N26941",2362.17006275177,26941
"N26961",2363.10029764503,26961
"N26981",2364.03008371668,26981
"N27001",2364.95942141067,27001
"N27021",2365.88831114034,27021
"N27041",2366.8167533931,27041
"N27061",2367.74474860814,27061
"N27081",2368.6722972763,27081
"N27101",2369.59939976959,27101
"N27121",2370.52605656552,27121
"N27141",2371.452268158,27141
"N27161",2372.37803494868,27161
"N27181",2373.3033573862,27181
"N27201",2374.22823589924,27201
"N27221",2375.15267100124,27221
"N27241",2376.07666302879,27241
"N27261",2377.00021253304,27261
"N27281",2377.9233198685,27281
"N27301",2378.84598553785,27301
"N27321",2379.76820994011,27321
"N27341",2380.68999353951,27341
"N27361",2381.61133674563,27361
"N27381",2382.53224004552,27381
"N27401",2383.45270383086,27401
"N27421",2384.37272859115,27421
"N27441",2385.29231469187,27441
"N27461",2386.21146258488,27461
"N27481",2387.13017276086,27481
"N27501",2388.04844561193,27501
"N27521",2388.96628153809,27521
"N27541",2389.88368102664,27541
"N27561",2390.80064451749,27561
"N27581",2391.71717237203,27581
"N27601",2392.63326507887,27601
"N27621",2393.54892306055,27621
"N27641",2394.46414670911,27641
"N27661",2395.37893648603,27661
"N27681",2396.29329282501,27681
"N27701",2397.2072161312,27701
"N27721",2398.12070684455,27721
"N27741",2399.03376539714,27741
"N27761",2399.94639215943,27761
"N27781",2400.85858761136,27781
"N27801",2401.77035217594,27801
"N27821",2402.68168623387,27821
"N27841",2403.59259026215,27841
"N27861",2404.50306461696,27861
"N27881",2405.41310978143,27881
"N27901",2406.32272611273,27901
"N27921",2407.23191409728,27921
"N27941",2408.14067409516,27941
"N27961",2409.0490065607,27961
"N27981",2409.95691187979,27981
"N28001",2410.86439049248,28001
"N28021",2411.77144280682,28021
"N28041",2412.67806925589,28041
"N28061",2413.58427019271,28061
"N28081",2414.49004611338,28081
"N28101",2415.39539736915,28101
"N28121",2416.30032439806,28121
"N28141",2417.20482760645,28141
"N28161",2418.10890739408,28161
"N28181",2419.01256420058,28181
"N28201",2419.91579840536,28201
"N28221",2420.81861040841,28221
"N28241",2421.72100066354,28241
"N28261",2422.62296953202,28261
"N28281",2423.52451744059,28281
"N28301",2424.42564480599,28301
"N28321",2425.32635199756,28321
"N28341",2426.22663945833,28341
"N28361",2427.12650758224,28361
"N28381",2428.02595675011,28381
"N28401",2428.9249874167,28401
"N28421",2429.8235998973,28421
"N28441",2430.72179466295,28441
"N28461",2431.61957209355,28461
"N28481",2432.51693262675,28481
"N28501",2433.4138765878,28501
"N28521",2434.3104044351,28521
"N28541",2435.20651652955,28541
"N28561",2436.1022132692,28561
"N28581",2436.99749507958,28581
"N28601",2437.89236233547,28601
"N28621",2438.78681546496,28621
"N28641",2439.68085480275,28641
"N28661",2440.57448079879,28661
"N28681",2441.46769381703,28681
"N28701",2442.36049424752,28701
"N28721",2443.2528825148,28721
"N28741",2444.14485896584,28741
"N28761",2445.03642403614,28761
"N28781",2445.92757809223,28781
"N28801",2446.8183215045,28801
"N28821",2447.70865472829,28821
"N28841",2448.59857804011,28841
"N28861",2449.48809194743,28861
"N28881",2450.37719679447,28881
"N28901",2451.26589290537,28901
"N28921",2452.15418075394,28921
"N28941",2453.04206066608,28941
"N28961",2453.92953309173,28961
"N28981",2454.81659832948,28981
"N29001",2455.70325684355,29001
"N29021",2456.58950895656,29021
"N29041",2457.47535511415,29041
"N29061",2458.36079562162,29061
"N29081",2459.24583093614,29081
"N29101",2460.13046136259,29101
"N29121",2461.01468731541,29121
"N29141",2461.89850919961,29141
"N29161",2462.7819273516,29161
"N29181",2463.66494216264,29181
"N29201",2464.5475540567,29201
"N29221",2465.42976334491,29221
"N29241",2466.31157043774,29241
"N29261",2467.19297571222,29261
"N29281",2468.07397950582,29281
"N29301",2468.95458223698,29301
"N29321",2469.834784249,29321
"N29341",2470.7145859373,29341
"N29361",2471.59398767585,29361
"N29381",2472.47298980588,29381
"N29401",2473.35159273494,29401
"N29421",2474.22979682795,29421
"N29441",2475.10760244074,29441
"N29461",2475.98500994032,29461
"N29481",2476.86201971451,29481
"N29501",2477.73863213914,29501
"N29521",2478.61484753467,29521
"N29541",2479.49066632042,29541
"N29561",2480.36608885124,29561
"N29581",2481.24111547123,29581
"N29601",2482.11574655722,29601
"N29621",2482.9899824761,29621
"N29641",2483.86382362703,29641
"N29661",2484.73727029242,29661
"N29681",2485.6103228985,29681
"N29701",2486.4829818232,29701
"N29721",2487.35524738093,29721
"N29741",2488.22711994726,29741
"N29761",2489.09859988284,29761
"N29781",2489.9696875723,29781
"N29801",2490.8403833456,29801
"N29821",2491.71068756446,29821
"N29841",2492.58060063909,29841
"N29861",2493.4501228738,29861
"N29881",2494.31925461501,29881
"N29901",2495.18799623976,29901
"N29921",2496.05634814326,29921
"N29941",2496.92431062297,29941
"N29961",2497.79188407248,29961
"N29981",2498.6590688464,29981
"N30001",2499.52586525959,30001
"N30021",2500.39227374421,30021
"N30041",2501.25829453865,30041
"N30061",2502.12392811849,30061
"N30081",2502.98917472513,30081
"N30101",2503.85403481899,30101
"N30121",2504.71850865822,30121
"N30141",2505.58259663135,30141
"N30161",2506.44629911861,30161
"N30181",2507.30961641876,30181
"N30201",2508.17254892272,30201
"N30221",2509.03509694556,30221
"N30241",2509.89726085017,30241
"N30261",2510.7590409895,30261
"N30281",2511.62043769366,30281
"N30301",2512.48145135378,30301
"N30321",2513.34208223404,30321
"N30341",2514.20233078401,30341
"N30361",2515.06219726511,30361
"N30381",2515.92168204305,30381
"N30401",2516.78078546002,30401
"N30421",2517.639507909,30421
"N30441",2518.49784963853,30441
"N30461",2519.35581108055,30461
"N30481",2520.21339251986,30481
"N30501",2521.07059433242,30501
"N30521",2521.92741686916,30521
"N30541",2522.78386044209,30541
"N30561",2523.63992536119,30561
"N30581",2524.49561203012,30581
"N30601",2525.35092073365,30601
"N30621",2526.20585186044,30621
"N30641",2527.060405712,30641
"N30661",2527.91458264556,30661
"N30681",2528.7683829576,30681
"N30701",2529.62180705007,30701
"N30721",2530.47485521821,30721
"N30741",2531.32752780072,30741
"N30761",2532.17982511448,30761
"N30781",2533.03174754855,30781
"N30801",2533.88329540613,30801
"N30821",2534.73446899613,30821
"N30841",2535.5852686573,30841
"N30861",2536.43569474714,30861
"N30881",2537.28574759701,30881
"N30901",2538.13542751528,30901
"N30921",2538.98473487607,30921
"N30941",2539.83366995181,30941
"N30961",2540.68223310028,30961
"N30981",2541.53042466838,30981
"N31001",2542.37824495886,31001
"N31021",2543.22569432034,31021
"N31041",2544.07277306155,31041
"N31061",2544.91948149135,31061
"N31081",2545.76581996836,31081
"N31101",2546.6117888468,31101
"N31121",2547.45738838676,31121
"N31141",2548.30261895107,31141
"N31161",2549.14748086359,31161
"N31181",2549.99197444716,31181
"N31201",2550.83610004141,31201
"N31221",2551.67985791416,31221
"N31241",2552.52324842577,31241
"N31261",2553.36627194415,31261
"N31281",2554.20892872316,31281
"N31301",2555.0512190806,31301
"N31321",2555.89314338216,31321
"N31341",2556.73470192666,31341
"N31361",2557.57589505714,31361
"N31381",2558.4167230791,31381
"N31401",2559.25718627373,31401
"N31421",2560.09728502412,31421
"N31441",2560.93701959854,31441
"N31461",2561.77639036896,31461
"N31481",2562.61539758012,31481
"N31501",2563.45404157184,31501
"N31521",2564.29232272306,31521
"N31541",2565.13024127529,31541
"N31561",2565.96779758453,31561
"N31581",2566.80499193854,31581
"N31601",2567.6418246699,31601
"N31621",2568.47829608713,31621
"N31641",2569.31440653769,31641
"N31661",2570.1501562582,31661
"N31681",2570.98554562665,31681
"N31701",2571.82057492406,31701
"N31721",2572.65524450313,31721
"N31741",2573.48955460934,31741
"N31761",2574.32350559308,31761
"N31781",2575.15709776782,31781
"N31801",2575.9903314567,31801
"N31821",2576.82320691357,31821
"N31841",2577.65572452716,31841
"N31861",2578.4878845356,31861
"N31881",2579.31968728223,31881
"N31901",2580.15113305613,31901
"N31921",2580.98222219268,31921
"N31941",2581.81295496984,31941
"N31961",2582.64333172408,31961
"N31981",2583.47335272002,31981
"N32001",2584.30301830395,32001
"N32021",2585.1323287688,32021
"N32041",2585.96128440365,32041
"N32061",2586.78988551274,32061
"N32081",2587.61813244276,32081
"N32101",2588.44602542751,32101
"N32121",2589.27356484583,32121
"N32141",2590.10075094637,32141
"N32161",2590.9275840319,32161
"N32181",2591.75406444743,32181
"N32201",2592.58019245222,32201
"N32221",2593.40596836359,32221
"N32241",2594.23139247503,32241
"N32261",2595.05646510951,32261
"N32281",2595.88118651906,32281
"N32301",2596.70555707393,32301
"N32321",2597.52957698796,32321
"N32341",2598.35324663653,32341
"N32361",2599.17656627716,32361
"N32381",2599.99953622377,32381
"N32401",2600.82215673352,32401
"N32421",2601.64442813895,32421
"N32441",2602.4663507504,32441
"N32461",2603.28792482462,32461
"N32481",2604.10915068041,32481
"N32501",2604.93002862227,32501
"N32521",2605.75055895322,32521
"N32541",2606.57074189931,32541
"N32561",2607.39057780866,32561
"N32581",2608.21006698144,32581
"N32601",2609.02920970007,32601
"N32621",2609.84800621005,32621
"N32641",2610.66645687214,32641
"N32661",2611.48456196164,32661
"N32681",2612.30232177172,32681
"N32701",2613.11973653595,32701
"N32721",2613.93680663756,32721
"N32741",2614.75353229516,32741
"N32761",2615.56991380976,32761
"N32781",2616.38595150213,32781
"N32801",2617.20164563752,32801
"N32821",2618.01699649957,32821
"N32841",2618.83200440747,32841
"N32861",2619.64666959786,32861
"N32881",2620.46099239423,32881
"N32901",2621.27497308818,32901
"N32921",2622.08861195806,32921
"N32941",2622.90190925673,32941
"N32961",2623.71486531856,32961
"N32981",2624.52748038947,32981
"N33001",2625.33975480717,33001
"N33021",2626.1516888132,33021
"N33041",2626.9632826899,33041
"N33061",2627.77453674128,33061
"N33081",2628.58545122253,33081
"N33101",2629.39602645649,33101
"N33121",2630.20626267528,33121
"N33141",2631.01616020628,33141
"N33161",2631.82571932698,33161
"N33181",2632.63494030239,33181
"N33201",2633.4438234046,33201
"N33221",2634.25236891929,33221
"N33241",2635.06057715599,33241
"N33261",2635.86844837226,33261
"N33281",2636.67598281425,33281
"N33301",2637.48318085023,33301
"N33321",2638.29004264918,33321
"N33341",2639.09656856449,33341
"N33361",2639.90275882337,33361
"N33381",2640.70861377634,33381
"N33401",2641.51413366013,33401
"N33421",2642.31931871959,33421
"N33441",2643.12416924394,33441
"N33461",2643.92868557488,33461
"N33481",2644.73286788723,33481
"N33501",2645.53671652847,33501
"N33521",2646.34023172076,33521
"N33541",2647.14341381054,33541
"N33561",2647.94626299408,33561
"N33581",2648.74877959858,33581
"N33601",2649.55096385861,33601
"N33621",2650.35281607762,33621
"N33641",2651.15433653841,33641
"N33661",2651.9555254859,33661
"N33681",2652.75638317389,33681
"N33701",2653.55690994477,33701
"N33721",2654.35710597741,33721
"N33741",2655.15697160139,33741
"N33761",2655.95650708421,33761
"N33781",2656.75571264886,33781
"N33801",2657.55458865467,33801
"N33821",2658.35313527345,33821
"N33841",2659.15135287665,33841
"N33861",2659.94924160278,33861
"N33881",2660.74680180066,33881
"N33901",2661.54403377039,33901
"N33921",2662.34093772968,33921
"N33941",2663.13751392244,33941
"N33961",2663.93376268994,33961
"N33981",2664.72968419845,33981
"N34001",2665.525278813,34001
"N34021",2666.32054673671,34021
"N34041",2667.11548826389,34041
"N34061",2667.91010365457,34061
"N34081",2668.70439315416,34081
"N34101",2669.49835706912,34101
"N34121",2670.29199558222,34121
"N34141",2671.08530903967,34141
"N34161",2671.87829768838,34161
"N34181",2672.67096176614,34181
"N34201",2673.4633015527,34201
"N34221",2674.255317292,34221
"N34241",2675.04700927289,34241
"N34261",2675.8383777245,34261
"N34281",2676.62942292591,34281
"N34301",2677.42014513768,34301
"N34321",2678.21054461164,34321
"N34341",2679.0006216272,34341
"N34361",2679.79037641942,34361
"N34381",2680.57980925608,34381
"N34401",2681.36892043556,34401
"N34421",2682.1577101437,34421
"N34441",2682.94617869745,34441
"N34461",2683.7343263059,34461
"N34481",2684.5221532813,34481
"N34501",2685.30965987164,34501
"N34521",2686.0968462737,34521
"N34541",2686.88371279924,34541
"N34561",2687.67025966753,34561
"N34581",2688.45648721809,34581
"N34601",2689.24239559062,34601
"N34621",2690.02798509715,34621
"N34641",2690.81325600473,34641
"N34661",2691.59820857446,34661
"N34681",2692.38284300145,34681
"N34701",2693.16715960969,34701
"N34721",2693.95115858338,34721
"N34741",2694.73484022717,34741
"N34761",2695.51820480079,34761
"N34781",2696.30125254495,34781
"N34801",2697.08398364709,34801
"N34821",2697.86639844074,34821
"N34841",2698.64849717427,34841
"N34861",2699.43028002457,34861
"N34881",2700.21174733242,34881
"N34901",2700.99289930485,34901
"N34921",2701.77373620512,34921
"N34941",2702.55425823207,34941
"N34961",2703.33446572455,34961
"N34981",2704.11435885654,34981
"N35001",2704.89393791985,35001
"N35021",2705.67320313596,35021
"N35041",2706.45215473887,35041
"N35061",2707.23079302912,35061
"N35081",2708.00911823295,35081
"N35101",2708.78713058902,35101
"N35121",2709.56483032285,35121
"N35141",2710.34221775472,35141
"N35161",2711.1192930358,35161
"N35181",2711.89605648812,35181
"N35201",2712.67250831917,35201
"N35221",2713.44864876083,35221
"N35241",2714.22447810646,35241
"N35261",2714.99999655501,35261
"N35281",2715.77520435847,35281
"N35301",2716.55010179312,35301
"N35321",2717.32468905852,35321
"N35341",2718.09896646196,35341
"N35361",2718.87293415794,35361
"N35381",2719.64659246771,35381
"N35401",2720.41994157884,35401
"N35421",2721.19298176023,35421
"N35441",2721.96571324592,35441
