SAMPLING_UNIT,region,Latitude,Longitude
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8716,14.11254
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8715,14.11248
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8676,14.13556
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B4S03,east,-125.8614,14.02807
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B6S02,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
GSR GSR B4 B4N01,east,-125.856,14.175
GSR GSR B4 B4S03,east,-125.856,14.175
site -125.4867_14.71667_4401.92,east,-125.4867,14.71667
site -125.4867_14.71667_4480.56,east,-125.4867,14.71667
site -125.4867_14.71667_4400.09,east,-125.4867,14.71667
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4612,14.70641
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4609,14.7063
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4561,14.6715
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4535,14.64802
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4516,14.70636
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4513,14.70633
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4449,14.74304
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.4424,14.70635
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.442,14.70649
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.4211,14.73931
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.421,14.70634
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4182,14.7639
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
GSR GSR B4 B4N01,east,-125.4088,14.64745
