rec,SPECIES,size_cat,region,INCL-ALL-SPP,INCL-ALL-TAXA,incl_notes-all-taxa,incl_notes-all-spp,acceptedScientificName_ed,CCZ_endemic,other_rank,taxonRank_ed,TR_w_TCID,layer,inclusion_criteria,incl_notes_march22,include,m_taxon_note,gbifID,rightsHolder,institutionID,institutionCode,datasetID,datasetName,basisOfRecord,occurrenceID,catalogNumber,qual_ed,identificationQualifier,recordNumber,recordedBy,individualCount,associatedSequences,previousIdentifications,eventID,eventDate,eventTime,year,habitat,samplingProtocol,locality,verbatimDepth,decimalLongitude,decimalLatitude,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonConceptID_orig,taxonConceptID,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,taxonomicStatus,depth,depthAccuracy,verbatimScientificName,acceptedScientificName,associatedReferences
96125,,megafauna,west,no,y,,no- not spp level,Euplectella,,,genus,genus,06_apei,,,yes,,2557626735,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000718,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.885,5.10169,,,,,,,,"Euplectella Owen, 1841",Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Euplectella,,GENUS,ACCEPTED,4859,0,Euplectella,"Euplectella Owen, 1841",
96167,,megafauna,west,no,y,,no- not spp level,Euplectella,,,genus,genus,06_apei,,,yes,,2557444387,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000980,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.8234,5.05504,,,,,,,,"Euplectella Owen, 1841",Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Euplectella,,GENUS,ACCEPTED,4871,0,Euplectella,"Euplectella Owen, 1841",
96202,,megafauna,west,no,y,,no- not spp level,Euplectella,,,genus,genus,06_apei,,,yes,,2557429314,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000981,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.94,6.97531,,,,,,,,"Euplectella Owen, 1841",Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Euplectella,,GENUS,ACCEPTED,5007,0,Euplectella,"Euplectella Owen, 1841",
96043,,megafauna,west,no,y,,no- not spp level,Euplectellidae,,,family,family,06_apei,,,yes,,2557623675,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000733,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.8894,5.10728,,,,,,,,Euplectellidae,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,,,FAMILY,ACCEPTED,4858,0,Euplectellidae,Euplectellidae,
4334,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557438273,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000965,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.58848,11.25145,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5198,0,Euplectellinae,,
4354,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557444365,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000737,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91171,6.99115,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5005,0,Euplectellinae,,
4364,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557444386,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000971,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74302,11.28412,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5243,0,Euplectellinae,,
4392,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557440303,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000973,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74205,11.29211,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5251,0,Euplectellinae,,
4409,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557429292,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000738,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93893,7.03373,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5038,0,Euplectellinae,,
4420,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557429313,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000972,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74247,11.28874,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5251,0,Euplectellinae,,
4452,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557439260,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000975,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.58767,11.25153,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5198,0,Euplectellinae,,
4485,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557438274,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000974,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91159,6.9939,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5007,0,Euplectellinae,,
4501,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557439237,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000731,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.59697,11.25141,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5204,0,Euplectellinae,,
4510,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557439259,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000966,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82465,5.05587,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,4871,0,Euplectellinae,,
4542,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557623698,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000977,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.6033,11.25151,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5203,0,Euplectellinae,,
4561,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557617992,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000732,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91161,6.99463,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5008,0,Euplectellinae,,
4571,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557618014,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000967,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7419,11.29284,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5249,0,Euplectellinae,,
4602,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557627728,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000979,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7423,11.29043,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5251,0,Euplectellinae,,
4640,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557618015,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000976,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.58689,11.25153,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5198,0,Euplectellinae,,
4668,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557626757,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000961,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.6022,11.2515,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5204,0,Euplectellinae,,
96025,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557616582,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000978,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.6003,11.25156,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5205,0,Euplectellinae,,
96053,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557623697,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000968,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.59,11.25157,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5199,0,Euplectellinae,,
96071,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557616560,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000734,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7438,11.27776,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5240,0,Euplectellinae,,
96081,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557616581,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000969,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7433,11.28239,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5241,0,Euplectellinae,,
96099,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557627706,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000735,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.8234,5.05492,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,4871,0,Euplectellinae,,
96126,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557626737,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000736,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.9357,6.98314,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5008,0,Euplectellinae,,
96135,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557626758,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000970,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7419,11.29395,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5246,0,Euplectellinae,,
96166,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557444385,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000962,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.5988,11.25149,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5204,0,Euplectellinae,,
96201,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557429312,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000963,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.9391,7.03428,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5038,0,Euplectellinae,,
96230,,megafauna,west,no,y,,no- not spp level,Euplectellinae,,y,subfamily,subfamily,06_apei,NB imagery- but is included in literature,,yes,ed sci name- added back in,2557440302,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000964,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.5996,11.25154,,,,,,,,incertae sedis,incertae sedis,,,,,,,KINGDOM,,5205,0,Euplectellinae,,
31560,,megafauna,east,no,no,no- duplicate,no- duplicate,Eurythenes,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1816121161,,,UHM,,"Megafauna of the UKSRL exploration contract area and eastern Clarion-Clipperton Zone in the Pacific Ocean: Annelida, Arthropoda, Bryozoa, Chordata, Ctenophora, Mollusca",HUMAN_OBSERVATION,14598-Occurrence-10,,cf.,cf.,,"Jeffrey Drazen, Astrid Leitner",1,,NA,,2015-03-06T00:00:00,19:37,2015,Abyssal polymetallic-nodule field,Baited Camera,UK Seabed Resources Ltd exploration contract area (UK-1),,-116.5386,12.5532,,"Mary Wicksten, Jeffrey Drazen, Astrid Leitner, Diva J. Amon, Amanda Ziegler",2015-01-01T00:00:00,,Identified only from imagery,cf. Eurythenes morphospecies 1,cf. Eurythenes morphospecies 1,"Eurythenes S.I.Smith, 1882",Animalia,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,Eurythenes,,GENUS,ACCEPTED,4312,NA,Eurythenes sp.,"Eurythenes S.I.Smith, 1882","Leitner A, Neuheimer A, Donlon E, Smith  CR, Drazen JC. Environmental and bathymetric influences on abyssal bait-attending communities of the Clarion Clipperton Zone. Deep Sea Research Part I: Oceanographic Research Papers. 2017. doi:10.1016/j.dsr.2017.04.017"
31542,,megafauna,east,no,no,no- duplicate,no- duplicate,Eurythenes magellanicus,,,species,species,01_pmn_exploration_areas,,,yes,,1816121942,,,UHM,,"Megafauna of the UKSRL exploration contract area and eastern Clarion-Clipperton Zone in the Pacific Ocean: Annelida, Arthropoda, Bryozoa, Chordata, Ctenophora, Mollusca",PRESERVED_SPECIMEN,14598-Occurrence-11,AB1-TR04-amph-5,,,AB1-TR04-amph-5,"Jeffrey Drazen, Astrid Leitner",1,,NA,,2013-10-17T00:00:00,07:13,2013,Abyssal polymetallic-nodule field,Baited Trap,UK Seabed Resources Ltd exploration contract area (UK-1),,-116.4655,13.7615,,"Inga Mohrbeck, Mary Wicksten, Jeffrey Drazen, Astrid Leitner, Diva J. Amon, Amanda Ziegler",2014-01-01T00:00:00,,Identified by morphology and DNA of collected specimen,Eurythenes magellanicus,,"Eurythenes magellanicus (H.Milne Edwards, 1848)",Animalia,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,Eurythenes,Eurythenes magellanicus,SPECIES,ACCEPTED,4170,NA,Eurythenes magellanicus,"Eurythenes magellanicus (H.Milne Edwards, 1848)",
119353,,macrofauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Exspina,,,genus,temporary name,NA,"while out CCZ shpfile, nearby- valid",,yes,,1836727253,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3a161538d-29b1-412b-be78-3a5fd8d26f7a,1471795,sp.,,,D. Trueblood,1,,NA,,1994-07-01T00:00:00,,1994,,,"Clarion-Clipperton Fracture Zone, abyssal plain",,-128.599,12.9341,,,,,,,Exspina sp.,"Exspina Lang, 1968",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Exspina,,GENUS,ACCEPTED,4879,0,Exspina sp.,"Exspina Lang, 1968",
26471,,macrofauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Filitanais,,,genus,temporary name,NA,"while out CCZ shpfile, nearby- valid",,yes,,1836731464,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3bd9cdca4-c535-4091-ad2e-1a946da9b140,1471816,sp.,,,D. Trueblood,4,,NA,,1994-07-01T00:00:00,,1994,,,"Clarion-Clipperton Fracture Zone, abyssal plain",,-128.591,12.9171,,,,,,,Filitanais sp.,"Filitanais Kudinova-Pasternak, 1973",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Filitanais,,GENUS,ACCEPTED,4879,0,Filitanais sp.,"Filitanais Kudinova-Pasternak, 1973",
5017,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1135516546,,,NHMUK,,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,679fa0ca-d647-446d-87c5-e8d33949efe2,20170074,,,,"Dr Adrian Glover, Dr Helena Wiklund, Dr Thomas G. Dahlgren, Magdalena Georgieva",1,,NA,,2013-10-17T00:00:00,,2013,,Brenke Epibenthic Sledge,UK Seabed Resources Ltd exploration claim UK-1,,-116.486667,13.755833,,,,,,,Fissidentalium sp. (nhm_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,NA,Fissidentalium sp. (nhm_261),"Fissidentalium P.Fischer, 1885",
24066,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1881950099,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,7b12a42d-af00-46f9-871a-49a160407ca9,175136609,,,NHM_261,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,NA,,NA,MV1313-7,2013-10-17T00:00:00,01:50:00,2013,Abyssal plain,,UK Seabed Resources Ltd exploration area UK-1,,-116.486667,13.755833,,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,,,identified by DNA and morphology,Fissidentalium sp. (NHM_261),Fissidentalium sp. (NHM_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,0,Fissidentalium,"Fissidentalium P.Fischer, 1885",
24125,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1881950050,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,0e3e05b2-5cdd-4fde-88e4-e2012c4be844,175139004,,,NHM_261,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,NA,,NA,MV1313-7,2013-10-17T00:00:00,01:50:00,2013,Abyssal plain,,UK Seabed Resources Ltd exploration area UK-1,,-116.486667,13.755833,,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,,,identified by DNA and morphology,Fissidentalium sp. (NHM_261),Fissidentalium sp. (NHM_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,0,Fissidentalium,"Fissidentalium P.Fischer, 1885",
24153,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1881950075,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,0ee9d257-1165-4b80-b92c-33e7ba42f773,175138971,,,NHM_261,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,NA,,NA,MV1313-7,2013-10-17T00:00:00,01:50:00,2013,Abyssal plain,,UK Seabed Resources Ltd exploration area UK-1,,-116.486667,13.755833,,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,,,identified by DNA and morphology,Fissidentalium sp. (NHM_261),Fissidentalium sp. (NHM_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,0,Fissidentalium,"Fissidentalium P.Fischer, 1885",
24172,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1881950088,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,679fa0ca-d647-446d-87c5-e8d33949efe2,20170074,,,NHM_261,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,NA,,NA,MV1313-7,2013-10-17T00:00:00,01:50:00,2013,Abyssal plain,,UK Seabed Resources Ltd exploration area UK-1,,-116.486667,13.755833,,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,,,identified by DNA and morphology,Fissidentalium sp. (NHM_261),Fissidentalium sp. (NHM_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,0,Fissidentalium,"Fissidentalium P.Fischer, 1885",
24178,,macrofauna,east,no,no,no- duplicate,no- duplicate,Fissidentalium,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1881950085,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,794a7bfd-cd82-40e8-9efe-d34f3a0bfbe0,175139027,,,NHM_261,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,NA,,NA,MV1313-7,2013-10-17T00:00:00,01:50:00,2013,Abyssal plain,,UK Seabed Resources Ltd exploration area UK-1,,-116.486667,13.755833,,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,,,identified by DNA and morphology,Fissidentalium sp. (NHM_261),Fissidentalium sp. (NHM_261),"Fissidentalium P.Fischer, 1885",Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,ACCEPTED,4076,0,Fissidentalium,"Fissidentalium P.Fischer, 1885",
5010,,megafauna,east,no,no,no- duplicate,no- duplicate,Freyastera benthophila,,,species,temporary name,01_pmn_exploration_areas,,,yes,,1135476872,,,NHMUK,,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,16599946-2aba-4710-98e6-43c522061878,39,cf.,,,"Dr Adrian Glover, Dr Helena Wiklund, Dr Thomas G. Dahlgren, Magdalena Georgieva",3,,NA,,2013-10-20T00:00:00,,2013,,Remotely Operated Vehicle,UK Seabed Resources Ltd exploration claim UK-1,,-116.544317,13.863667,,,,,,,"Freyastera cf. benthophila (Sladen, 1889)","Freyastera benthophila (Sladen, 1889)",Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,ACCEPTED,4050,NA,"Freyastera cf. benthophila (Sladen, 1889)","Freyastera benthophila (Sladen, 1889)",
6438,,megafauna,east,no,no,no- duplicate,no- duplicate,Freyastera benthophila,,,species,temporary name,01_pmn_exploration_areas,,,yes,,1229930987,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,7251-Occurrence-13,b7ffe7a2-7be1-4d4f-b784-7aaecf0ee743,cf.,cf,NHM_413,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva",1,http://www.ncbi.nlm.nih.gov/nuccore/KU519550 | KU519518 | KU519535,NA,,2013-10-21T00:00:00,00:39,2013,Abyssal plain,Remotely Operated Vehicle,UK Seabed Resources Ltd exploration claim UK-1,,-116.546215,13.862225,,"Diva Amon, Chris Mah, Adrian Glover, Helena Wiklund, Thomas Dahlgren",2015-06-01T00:00:00,,identified by DNA and morphology,Freyastera cf. benthophila,Freyastera cf. benthophila,"Freyastera benthophila (Sladen, 1889)",Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,ACCEPTED,4011,NA,Freyastera benthophila,"Freyastera benthophila (Sladen, 1889)",
