rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
5930,literature,,,,Animalia,Cnidaria,Anthozoa,,,,,Ceriantharia,,CER_001,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5931,literature,,,,Animalia,Cnidaria,Anthozoa,,,,,Ceriantharia,,CER_002,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5932,literature,,,,Animalia,Cnidaria,Anthozoa,,,,,Ceriantharia,,CER_003,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5933,literature,,,,Animalia,Cnidaria,Anthozoa,,,,,Ceriantharia,,CER_005,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5934,literature,,,,Animalia,Cnidaria,Anthozoa,,,,,Ceriantharia,,CER_008,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5935,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_001,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5936,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_002,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5937,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_003,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5938,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_004,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5939,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_006,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5940,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_009,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5941,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_010,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5942,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_014,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5943,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_015,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5944,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_016,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5945,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_017,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5946,literature,,,,Animalia,Chordata,,,,,,Chordata,,CHO_018,,water column,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5947,literature,,,,Animalia,Cnidaria,Anthozoa,Corallimorpharia,,,,Corallimorpharia,,COR_001,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5948,literature,,,,Animalia,Cnidaria,Anthozoa,Corallimorpharia,,,,Corallimorpharia,,COR_003,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5949,literature,,,,Animalia,Cnidaria,Anthozoa,Corallimorpharia,,,,Corallimorpharia,,COR_005,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5950,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_001,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5951,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_003,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5952,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_004,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5953,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_007,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5954,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_009,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5955,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_014,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5956,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_018,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5957,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_019,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5958,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_022,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5959,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_026,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5960,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_027,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5961,literature,,,,Animalia,Echinodermata,Crinoidea,,,,,Crinoidea,,CRI_028,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5962,literature,,,,Animalia,Ctenophora,,,,,,Ctenophora,,CTE_004,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5963,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_001,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5964,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_003,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5965,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_004,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5966,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_005,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5967,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_006,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5968,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_007,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5969,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_008,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5970,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_023,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5971,literature,,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda,,DEC_024,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5972,literature,,,,Animalia,Porifera,Demospongiae,,,,,Demospongiae,,DES_002,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5973,literature,,,,Animalia,Porifera,Demospongiae,,,,,Demospongiae,,DES_004,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5974,literature,,,,Animalia,Porifera,Demospongiae,,,,,Demospongiae,,DES_008,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5975,literature,,,,Animalia,Porifera,Demospongiae,,,,,Demospongiae,,DES_015,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5976,literature,,,,Animalia,Hemichordata,,,,,,Hemichordata,,HEM_005,,sediment,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5977,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_001,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5978,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_002,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5979,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_004,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5980,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_005,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5981,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_007,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5982,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_008,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5983,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_009,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
5984,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,HEX_010,,nodule,megafauna,,temporary name,morphotype,,,,,,Simon-Lledó_etal_2020,morphology only (imagery),
