rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
1930,literature,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp. D,,sediment,meiofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Lambshead_etal_2003,morphology only (specimens/specimens and imagery),morphology only (specimens)
1931,DD,poss overlap,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp.1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1932,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1933,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_10,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1934,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_10a,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1935,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_11,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1936,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_12,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1937,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_13,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1938,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_14,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1939,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_15,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1940,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_16,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1941,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_17,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1942,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1943,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1944,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1945,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1946,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1947,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1948,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1949,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,,Halalaimus sp_9,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1950,DD,,,,Animalia,Nematoda,Enoplea,Enoplida,Trefusiidae,Halanonchus,,Halanonchus,,Halanonchus sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1951,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Halectinosoma,,Halectinosoma,,Halectinosoma sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
1952,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Halectinosoma,,Halectinosoma,,Halectinosoma sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1953,DD,,,,Animalia,Nematoda,Chromadorea,Chromadorida,Selachinematidae,Halichoanolaimus,,Halichoanolaimus,,Halichoanolaimus sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1954,literature,,,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,,,Halicreatidae,,Halicreatidae sp. 1,,water column,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
1955,DD,,,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,,Halistemma,,Halistemma sp A,,water column,macrofauna,genus,temporary name,gen,,,,,,,,
1956,literature,,,,Animalia,Chordata,Teleostei,Notacanthiformes,Halosauridae,,,Halosauridae,,cf. Halosauridae morphospecies,,water column,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017b,morphology only (imagery),morphology only (imagery)
1957,GBIF,overlap,no,no- duplicate,Animalia,Chordata,Teleostei,Notacanthiformes,Halosauridae,,,Halosauridae,,cf. Halosauridae morphospecies,,water column,megafauna,family,temporary name,morphotype,,cf.,,,,"Astrid Leitner, Jeffrey Drazen, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
1958,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,,Haloschizopera,,Haloschizopera sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1959,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,,Haloschizopera,,Haloschizopera sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
1960,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope  species 80,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1961,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope  species 93,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1962,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 10,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1963,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 110,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1964,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 14,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1965,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 70,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1966,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 9,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1967,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,,Haplocope species 92,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
1968,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,cf. Haplomesus 153,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1969,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,Haplomesus 129,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1970,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,Haplomesus 312,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1971,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,Haplomesus 313,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1972,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,Haplomesus sp.1,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
1973,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,,Haplomesus  sp1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
1974,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H03,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1975,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H04,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1976,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H05,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1977,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H06,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1978,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H10,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1979,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H11,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1980,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus H12,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
1981,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 112,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1982,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 134,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1983,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 137,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1984,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 342,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1985,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 343,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1986,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 344,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1987,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 345,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1988,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 346,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1989,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 347,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1990,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 348,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1991,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 349,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1992,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus 350,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
1993,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp.1,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
1994,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp.2,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
1995,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp.3,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
1996,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus species A,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Pasotti_etal_2020,morphology only (specimens/specimens and imagery),morphology only (specimens)
1997,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp. 1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
1998,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp. 2,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
1999,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp.1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
2000,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
2001,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,,Haploniscus sp2,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
2002,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Haptocallisoma,,Haptocallisoma,,Haptocallisoma sp. DISCOLL.CCZ.JC120.008.3 ,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,sp. Nov (undescribed),,,,Jones_etal_2021,morphology and molecular data,morphology and molecular data
2003,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,Harmothoe,,Harmothoe sp. 207,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2021,morphology and molecular data,morphology and molecular data
2004,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,Harmothoe,,Harmothoe sp. 414,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2021,morphology and molecular data,morphology and molecular data
2005,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida unid. 1,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,indet,,,,Park_etal_2004,morphology only (specimens/specimens and imagery),morphology only (specimens)
2006,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida unid. 2,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,indet,,,,Park_etal_2004,morphology only (specimens/specimens and imagery),morphology only (specimens)
2007,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida unid. 3,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,indet,,,,Park_etal_2004,morphology only (specimens/specimens and imagery),morphology only (specimens)
2008,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 1,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,Incertae sedis,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2009,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 2,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,Incertae sedis,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2010,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 3,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,Incertae sedis,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2011,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 4,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,Incertae sedis,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2012,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 6,,sediment,meiofauna,order,temporary name,morphospecies,poss undescribed new species,Incertae sedis,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2013,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida Incertae Sedis sp. 3,,sediment,meiofauna,order,temporary name,gen,,incertae sedis,,species,,,,
2014,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida Incertae Sedis sp. 4,,sediment,meiofauna,order,temporary name,gen,,incertae sedis,,species,,,,
2015,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida Incertae Sedis sp. 5,,sediment,meiofauna,order,temporary name,gen,,incertae sedis,,species,,,,
2016,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida Incertae Sedis sp. 6,,sediment,meiofauna,order,temporary name,gen,,incertae sedis,,species,,,,
2017,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 1,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2018,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 2,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2019,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Harpacticoida sp. 3,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2020,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Huntemannidae sp. 1?,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2021,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Pseudotachiidae sp. 1,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2022,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,Harpacticoida,,Pseudotachiidae sp. 2,,sediment,meiofauna,order,temporary name,gen,,,,,,,,
2023,literature,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpiniopsis,,Harpiniopsis,,Harpiniopsis sp.1,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
2024,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,,Hebefustis 110,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
2025,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,,Hebefustis 323,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
2026,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,,Hebefustis sp.1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
2027,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Helomesus,,Helomesus,,Helomesus 314,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
2028,DD,,,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,,Hemiaclis,,Hemiaclis sp A,,water column,macrofauna,genus,temporary name,gen,,,,,,,,
2029,DD,,,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,,Hemiaclis,,Hemiaclis sp. (NHM_388),,water column,macrofauna,genus,temporary name,gen,,,,,,,,
2030,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,cf Gyptis sp. 39,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,cf.,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2031,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,cf Gyptis sp. 39/621,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,cf.,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2032,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,cf Gyptis sp. 621,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,cf.,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2033,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionid_GenusA 842,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2034,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae 959,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2035,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_773E),,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,,,,,Jones_etal_2021,morphology and molecular data,morphology and molecular data
2036,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. 2516,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2037,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. 372,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2038,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. 587,,sediment,macrofauna,family,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2039,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.A,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2040,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.B,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2041,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.C,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
