Phylum,Class,Order,Family,Genus,scientificName,taxonConceptID,size_cat
Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,Haloschizopera,Haloschizopera sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,Haloschizopera,Haloschizopera sp. 2,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope  species 80,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope  species 93,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 10,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 110,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 14,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 70,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 9,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,Haplocope,Haplocope species 92,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,Haplomesus,Haplomesus  sp1,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,Haplomesus,Haplomesus 129,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,Haplomesus,Haplomesus 312,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,Haplomesus,Haplomesus 313,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,Haplomesus,Haplomesus sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 112,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 134,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 137,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 342,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 343,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 344,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 345,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 346,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 347,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 348,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 349,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus 350,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H03,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H04,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H05,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H06,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H10,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H11,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus H12,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp. 1,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp. 2,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp.2,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp.3,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp1,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus sp2,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,Haploniscus,Haploniscus species A,macrofauna
Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Haptocallisoma,Haptocallisoma,Haptocallisoma sp. DISCOLL.CCZ.JC120.008.3 ,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe,Harmothoe sp. 207,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe,Harmothoe sp. 414,macrofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida Incertae Sedis sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida Incertae Sedis sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida Incertae Sedis sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida Incertae Sedis sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida unid. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida unid. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Harpacticoida unid. 3,meiofauna
Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpiniopsis,Harpiniopsis,Harpiniopsis sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,Hebefustis,Hebefustis 110,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,Hebefustis,Hebefustis 323,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,Hebefustis,Hebefustis sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Helomesus,Helomesus,Helomesus 314,macrofauna
Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,Hemiaclis,Hemiaclis sp A,macrofauna
Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,Hemiaclis,Hemiaclis sp. (NHM_388),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionid sp. PIP#13,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionid sp. PIP#14,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionid sp. PIP#15,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionid_GenusA 842,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae 959,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_1276),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_1719),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_362),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_565) v sim to 773E,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_742),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. (NHM_773E),macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. 2516,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. 372,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp. 587,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.1,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.A,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.B,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.C,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.D,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,Hesionidae sp.E sp.E,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,Hesiospina,Hesiospina sp. 27,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,Hesiospina,Hesiospina sp. 280,macrofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 7,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,Heteropsyllus,Heteropsyllus sp. 8,meiofauna
Annelida,Polychaeta,Spionida,Longosomatidae,Heterospio,Heterospio,Heterospio sp.A,macrofauna
Porifera,Hexactinellida,,,,Hexactinellida,Hexactinellida – black msp,megafauna
Porifera,Hexactinellida,,,,Hexactinellida,Hexactinellida – foliose sponge msp.,megafauna
Porifera,Hexactinellida,,,,Hexactinellida,Hexactinellida – stalked,megafauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,Hirondellea,Hirondellea sp. CCZ_014,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,Hirondellea,Hirondellea sp. CCZ_210,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,Hirondellea,Hirondellea sp. CCZ_211,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,Hirondellea,Hirondellea sp. CCZ_224,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Hodor,Hodor,Hodor sp. 666-2,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Holascus,Holascus,Holascus stet. CCZ_078,megafauna
Echinodermata,Echinoidea,Holasteroida,,,Holasteroida,Holasteroida morphotype 1,megafauna
Echinodermata,Echinoidea,Holasteroida,,,Holasteroida,Holasteroida sp. 1,megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea (juvenile) sp. 1,megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea (sea cucumber sp1),megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea morphospecies,megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea mtps,megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea sp. (NHM_1940),megafauna
Echinodermata,Holothuroidea,,,,Holothuroidea,Holothuroidea sp. (NHM_920),megafauna
Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,Hormathiidae,Hormathiidae sp. (NHM_416),macrofauna
Arthropoda,Copepoda,Harpacticoida,,,Harpacticoida,Huntemannidae sp. 1?,meiofauna
Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,Hyalinoecia,Hyalinoecia sp.A,macrofauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema morphotype 1,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema morphotype 2,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. 1,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. 2,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. 4,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. HEX002,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. HEX003,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema ,Hyalonema sp. indet. mtp-HEX_002,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR002,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR009,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR029,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR030,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR034,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR035,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR082,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema sp. POR087,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema stet. CCZ_020,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,Hyalonema,Hyalonema stet. CCZ_081,megafauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Hydroniscus,Hydroniscus,Hydroniscus sp.1,macrofauna
Cnidaria,Hydrozoa,,,,Hydrozoa,Hydrozoa mtps,macrofauna
Cnidaria,Hydrozoa,,,,Hydrozoa,Hydrozoan sp.  b,macrofauna
Cnidaria,Hydrozoa,,,,Hydrozoa,Hydrozoan sp. d,macrofauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster,Hymenaster morphotype 1,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster,Hymenaster morphotype 2,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster,Hymenaster msp. 2,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster,Hymenaster sp. 1,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster,Hymenaster sp. 2,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster ,Hymenaster sp. indet. mtp-AST_017,megafauna
Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,Hyocrinidae,Hyocrinidae morphotype 1,megafauna
Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,Hyocrinidae,Hyocrinidae msp. 1,megafauna
Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,Hyocrinidae,Hyocrinidae small msp.,megafauna
Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,Hyocrinidae,Hyocrinidae sp*,megafauna
Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,Hyocrinidae,Hyocrinidae sp. 1,megafauna
Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Hyphalaster,Hyphalaster ,Hyphalaster sp. indet. mtp-AST_007,megafauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Hypodontolaimus,Hypodontolaimus,Hypodontolaimus sp_1,meiofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Ianirella sp.1,macrofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyanthe,Idyanthe,Idyanthe sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyanthe,Idyanthe,Idyanthe sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,,Idyanthidae,Idyanthidae n. gen,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,,Idyanthidae,Idyanthidae sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,,Idyanthidae,Idyanthidae sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,,Idyanthidae,Idyanthidae sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,,Idyanthidae,Idyanthidae sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,Idyella,Idyella sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,Idyella,Idyella sp.1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,Idyella,Idyella sp.2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyellopsis,Idyellopsis,Idyellopsis new sp. 1,meiofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,Ilyarachna,Ilyarachna  sp1,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,Ilyarachna,Ilyarachna Mu54,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,Ilyarachna,Ilyarachna Mu55,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,Ilyarachna,Ilyarachna sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Indeterminable 364,macrofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Innocuonema,Innocuonema,Innocuonema sp_1,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Innocuonema,Innocuonema,Innocuonema sp_2,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,Insociabilitanais,Insociabilitanais species #160,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,Insociabilitanais,Insociabilitanais species 28A,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,Insociabilitanais,Insociabilitanais species 28B,macrofauna
Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Intasia,Intasia,Intasia sp_1,meiofauna
Chordata,Actinopteri,Aulopiformes,Ipnopidae,Ipnops,Ipnops,Ipnops mtp,megafauna
Echinodermata,Echinoidea,,,,Irregularia,Irregularia msp-1,megafauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 102,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 119,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 130,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 133,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 156,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 158,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 305,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 306,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 307,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 308,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 309,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 310,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus 311,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus sp. 1,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus sp. 2,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,Ischnomesus,Ischnomesus sp.2,macrofauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae gen nov sp A,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae morphotype 1,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae msp. 1,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae ,Isididae mtp-ALC_035,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae n. gen n. sp.,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae n. gen. n.sp. 1,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae n. gen. n.sp. 2,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae sp. (NHM_330),megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae sp. 1,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Isididae sp. 2,megafauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 0,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 1,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 2,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 3,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 4,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 5,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 6,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 7,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 8,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,Isopoda Motu 9,macrofauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,J3 clade (NAS1013)n.sp.*,megafauna
Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,Joeropsis,Jaeropsis sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella 301,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella 302,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella 303,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella 304,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella sp.1 (aff. vemae),macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,Janirella,Janirella sp.1 (aff. vemae) ,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,Jasmineira,Jasmineira,Jasmineira 919,macrofauna
Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,Joeropsis,Joeropsis sp.1,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,Josephella,Josephella,Josephella sp.A,macrofauna
Echinodermata,Echinoidea,Echinothurioida,Kamptosomatidae,Kamptosoma,Kamptosoma,Kamptosoma sp. URC013,megafauna
Echinodermata,Echinoidea,Echinothurioida,Kamptosomatidae,Kamptosoma,Kamptosoma,Kamptosoma sp. URC014,megafauna
Arthropoda,Malacostraca,Isopoda,Katianiridae,Katianira,Katianira,Katianira 372,macrofauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Keratoisidinae sp. (NHM_417),megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Keratoisidinae sp. (NHM_417),megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,Keratoisis,Keratoisis,Keratoisis aff. ?exibilis msp. 2,megafauna
Cnidaria,Anthozoa,Alcyonacea,Isididae,,Isididae,Keratosidinae sp. (NHM_417),megafauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Ketosoma,Ketosoma,Ketosoma sp. Nov. 1,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Ketosoma,Ketosoma,Ketosoma sp. Nov. 2,macrofauna
Kinorhyncha,,,,,Kinorhyncha,Kinorhyncha Motu 1,meiofauna
Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia,Lacydonia sp. 2230,macrofauna
Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia,Lacydonia sp. 2575,macrofauna
Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia,Lacydonia species #1412,macrofauna
Annelida,Polychaeta,Phyllodocida,Lacydoniidae,,Lacydoniidae,Lacydoniidae sp. (NHM_1355C),macrofauna
Annelida,Polychaeta,Phyllodocida,Lacydoniidae,,Lacydoniidae,Lacydoniidae sp. (NHM_1797D),macrofauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Laetmogone,Laetmogone,Laetmogone sp. HOL030,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Laetmogone,Laetmogone,Laetmogone sp. HOL032,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Laetmogone,Laetmogone,Laetmogone sp. HOL033,megafauna
