rec_long,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,descr_id_with,short_spp_cl,SPP_CHECKLIST,INCL,incl_note,ERIK_LIST,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,scientificName,taxonRank,otherRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,SOURCE_ED,inferred,notes,size_cat,size_cat_notes,name_verbatim,habitat_info,source_habitat_info,pelagic,habitat_interim,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,GBIF,OBIS,LIT,DD,sept_check,source_OBIS_DD,sole_source,sole_check,type_loc_info_OBIS,note,cl,cl2,cl3
1274,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Scalibregmatidae,Neolipobranchius,,,,Neolipobranchius,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,No match found,exact,nomen dubium,324769,Neolipobranchius,"Hartman & Fauchald, 1971",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2676,,,,,,,,,,,,,,,,,Mollusca,Monoplacophora,Neopilinida,,,,,,Neopilinida,order,,,,,,,,,DD,y,,macrofauna,,,,,,nodule/sediment,,exact,accepted,1509418,Neopilinida,"Lauterbach, 1983",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
1275,,,,,,,,,,,,,,,,,Mollusca,Monoplacophora,Neopilinida,Neopilinidae,,,,,Neopilinidae,family,,,,,,,,,DD,,,macrofauna,,,,,,nodule/sediment,matchtype: exact,exact,accepted,23078,Neopilinidae,"Knight & Yochelson, 1958",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
2677,,,,,,,,,,,,,,,,,Brachiopoda,Rhynchonellata,Rhynchonellida,Frieleiidae,Neorhynchia,,,,Neorhynchia,genus,,,,,,,,,literature,y,,macrofauna,,,,,,nodule,,exact,accepted,235192,Neorhynchia,"Thomson, 1915",Animalia,literature,,,,,,,,,,yes,,,,,,
2052,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Brachiopoda,Rhynchonellata,Rhynchonellida,Frieleiidae,Neorhynchia,,strebeli,,Neorhynchia strebeli,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,235431,Neorhynchia strebeli,"(Dall, 1908)",Animalia,literature,,,,,,LIT,,y,,yes,,,,rams,,
1276,,,,,,,,,,cf.,,,,,,yes,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Neoscalpellum,,,,Neoscalpellum,genus,,,,,,,,,literature; GBIF; OBIS only,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,106113,Neoscalpellum,"Pilsbry, 1907",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
2678,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,,,,,Neotanaidae,family,,,,,,,,,literature; GBIF; DD,y,,macrofauna,,,,,,sediment,,exact,accepted,136158,Neotanaidae,"Lang, 1956",Animalia,literature,GBIF,DD,,,,,,,OBIS DD,,,,,,,
1277,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,,,Neotanais,genus,,,,,,,,,literature; GBIF; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,136204,Neotanais,"Beddard, 1886",Animalia,literature,GBIF,DD,,GBIF,,LIT,DD,y,OBIS DD,,,,,,,
1278,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,brevis,,Neotanais brevis,species,,,Wi_etal_2015b,2015,new species,new species,y,,literature,,recent description so not in WoRDS,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1048919,Neotanais brevis,"Wi, Suh & Yu, 2015",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1279,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,capillus,,Neotanais capillus,species,,,Wi_etal_2014,2014,new species,new species,y,,literature,,recent description so not in WoRDS,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,827235,Neotanais capillus,"Wi, Suh & Yu, 2014",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1280,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,pacificus,,Neotanais pacificus,species,,,Wi_etal_2014,2014,new species,new species,y,,literature,,recent description so not in WoRDS,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,827234,Neotanais pacificus,"Wi, Suh & Yu, 2014",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1281,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,triqueturus,,Neotanais triqueturus,species,,,Wi_etal_2015b,2015,new species,new species,y,,literature,,recent description so not in WoRDS,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1048920,Neotanais triqueturus,"Wi, Suh & Yu, 2015",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2290,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Neotonchidae,Neotonchoides,,,,Neotonchoides,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227425,Neotonchoides,"Platt, 1982",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2291,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Ethmolaimidae,Neotonchus,,,,Neotonchus,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2325,Neotonchus,"Cobb, 1933",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2176,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Sabellida,Serpulidae,Neovermilia,,,,Neovermilia,genus,,,,,,,,,literature,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,129570,Neovermilia,"Day, 1961",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2680,,,,,,,,,,,,,,,,,Annelida,,Sipuncula,Golfingiidae,Nephasoma,,,,Nephasoma,genus,,,,,,,,,OBIS only,y,,macrofauna,,,,,,sediment,,exact,accepted,136022,Nephasoma,"Pergament, 1940",Animalia,,,,OBIS only,,,,,,,yes,,,,,,
1282,,,,Type locality: North Atlantic. Bermuda? Deep-sea 1700-4800? Cant find the paper with the original description.,dubious,,,,,,morphology only (specimens),no,yes,,,,Annelida,,Sipuncula,Golfingiidae,Nephasoma,Nephasoma,constricticervix,,Nephasoma (Nephasoma) constricticervix,species,subgenus,y,,,,,,,OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,136054,Nephasoma (Nephasoma) constricticervix,"(Cutler, 1969)",Animalia,,,,OBIS only,,OBIS,,,y,,yes,,,,,,
2177,,,,Type locality: North Atlantic,dubious,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,,,Annelida,,Sipuncula,Golfingiidae,Nephasoma,,wodjanizkii,elisae,Nephasoma (Nephasoma) wodjanizkii elisae,species,,,,,,,,,literature,,,megafauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,410737,Nephasoma (Nephasoma) wodjanizkii elisae,"(Murina, 1977)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1283,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Nephtyidae,,,,,Nephtyidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,956,Nephtyidae,"Grube, 1850",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1284,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Nereididae,,,,,Nereididae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,22496,Nereididae,"Blainville, 1818",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1285,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Nerillidae,,,,,Nerillidae,family,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,992,Nerillidae,"Levinsen, 1883",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2681,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,,,,Nerocila,genus,,,,,,,,,GBIF,y,,macrofauna,,,,,,sediment,,exact,accepted,118417,Nerocila,"Leach, 1818",Animalia,,GBIF,,,,,,,,,yes,to check,,,,,
1286,,parasitic on pelagic fish  (Original description checked - and general knowledge of group).,dubious,,,,,,,,morphology only (specimens),yes,yes,,,yes,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,,excisa,,Nerocila excisa,species,,,,,,,,,GBIF,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,256844,Nerocila excisa,"Searle, 1914",Animalia,,GBIF,,,GBIF,,,,y,,yes,to check,,,,,
1287,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,,Maldanidae,Nicomache,,,,Nicomache,genus,,,,,,,,,DD,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,129357,Nicomache,"Malmgren, 1865",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
1288,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,,Maldanidae,,,,,Nicomachinae,,subfamily,y,,,,,,,DD,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,154920,Nicomachinae,"Arwidsson, 1906",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2682,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Siphonostomatoida,Nicothoidae,,,,,Nicothoidae,family,,,,,,,,,literature,y,,macrofauna,,,,,,water column,,exact,accepted,135530,Nicothoidae,"Dana, 1852",Animalia,literature,,,,,,,,,,yes,,,,,,
1289,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Nippognathiopsis,,,,Nippognathiopsis,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,No match found,exact,accepted,729961,Nippognathiopsis,"B?a?ewicz-Paszkowycz, Bamber & Jó?wiak, 2013",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1290,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,,,Nitokra,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,115198,Nitokra,"Boeck, 1865",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2996,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,Nolella,,,,Nolella,genus,,,,,,,,,literature,,,macrofauna,,,,,,nodule,,,,111011,Nolella,"Gosse, 1855",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1291,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Noodtiella,,,,Noodtiella,genus,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,115342,Noodtiella,"Wells, 1965",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1292,,,,,,,,,,,,,,,,yes,Chordata,Actinopteri,Notacanthiformes,,,,,,Notacanthiformes,order,,,,,,,,,literature,,,megafauna,,,,,,water column,matchtype: exact,exact,accepted,10294,Notacanthiformes,,Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1293,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Eunicida,Onuphidae,Nothria,,,,Nothria,genus,,,,,,,,,DD,y,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129402,Nothria,"Malmgren, 1867",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
1294,,,,This species is reported from Antarctica but I have not been able to determin the type locality. The Russian journal where it was described is very difficult to access. Support for the ID (ie the type locality and depths and molecular data) should be provided by the work that reported it from the CCZ.,dubious,,,,aff.,aff.,not given,no,yes,,,yes,Annelida,Polychaeta,Eunicida,Onuphidae,Nothria,,abyssia,,Nothria abyssia,species,,,,,,,,,DD,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,173784,Nothria abyssia,"Kucheruk, 1978",Animalia,,,DD,,,,,DD,y,,yes,,,,rams,,
2292,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Desmodorida,Draconematidae,Notochaetosoma,,,,Notochaetosoma,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2357,Notochaetosoma,"Irwin-Smith, 1918",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1295,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,Notomastus,genus,,,,,,,,,literature; GBIF; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129220,Notomastus,"M. Sars, 1851",Animalia,literature,GBIF,DD,,GBIF,,LIT,DD,y,OBIS DD,,,,,,,
1296,,,,,,,,,,cf.,,,,,,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Notoplites,,,,Notoplites,genus,,,,,,,,,literature; GBIF; DD; OBIS only,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,110865,Notoplites,"Harmer, 1923",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2683,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,,,,,Nototanaidae,family,,,,,,,,,literature; DD; OBIS DD,,,macrofauna,,,,,,sediment,,exact,accepted,136161,Nototanaidae,"Sieg, 1976",Animalia,literature,,DD,,,,LIT,,y,OBIS DD,,,,,,,
1297,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,Nototanoides,,,,Nototanoides,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,No match found,exact,accepted,246974,Nototanoides,"Sieg & Heard, 1985",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
1298,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Nu,,,,Nu,genus,,,Bonifacio&Menot_2019,2019,new genus,new genus,y,,literature; DD,,,macrofauna,,,,,,sediment,manual match,exact,accepted,1311297,Nu,"Bonifácio & Menot, 2018",Animalia,literature,,,,,,LIT,,y,OBIS DD,,,,,,,
1299,,,,,ok,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Nu,,aakhu,,Nu aakhu,species,,,Bonifacio&Menot_2019,2019,new species,new species,y,,literature; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1311298,Nu aakhu,"Bonifácio & Menot, 2018",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,,,,Y,,,,
2684,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,,,,Nucula,genus,,,,,,,,,literature; GBIF; DD; OBIS only,y,,macrofauna,,,,,,sediment,,exact,accepted,138262,Nucula,"Lamarck, 1799",Animalia,literature,GBIF,DD,OBIS only,,,,,,,,,,,,,
1300,,,,,,yes,genbank,,,,morphology and molecular data,yes,yes,,,,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,,profundorum,,Nucula profundorum,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,506652,Nucula profundorum,"E. A. Smith, 1885",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,,,,,,,,
2178,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana,,,,Nuculana,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,138259,Nuculana,"Link, 1807",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2685,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculanida,,,,,,Nuculanida,order,,,,,,,,,literature,y,,macrofauna,,,,,,sediment,,exact,accepted,203,Nuculanida,"Carter, J. G., Campbell, D. C. & M. R. Campbell, 2000",Animalia,literature,,,,,,,,,,yes,,,,,,
1301,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculanida,Nuculanidae,,,,,Nuculanidae,family,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,205,Nuculanidae,"H. Adams & A. Adams, 1858 (1854)",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2686,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculida,,,,,,Nuculida,order,,,,,,,,,DD,y,,macrofauna,,,,,,sediment,,exact,accepted,382247,Nuculida,"Dall, 1889",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
1302,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Nuculida,Nuculidae,,,,,Nuculidae,family,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,204,Nuculidae,"Gray, 1824",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
2687,,,,,,,,,,,,,,,,,Mollusca,Gastropoda,Nudibranchia,,,,,,Nudibranchia,order,,,,,,,,,literature; DD; OBIS DD,,,macrofauna,,,,,,sediment,,exact,accepted,1762,Nudibranchia,"Cuvier, 1817",Animalia,literature,,DD,,,,LIT,,y,OBIS DD,,,,,,,
1303,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Nyctonema,,,,Nyctonema,genus,,,,,,,,,DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,582986,Nyctonema,"Bussau, 1993",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2293,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Nygmatonchus,,,,Nygmatonchus,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227170,Nygmatonchus,"Cobb, 1933",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2071,,,,,,,,,,,morphology only (specimens),,,,,,Brachiopoda,Rhynchonellata,Terebratulida,Dyscolioidea incertae sedis,Oceanithyris,,,,Oceanithyris,genus,,,Bitner_etal_2013,2013,new genus,new genus,y,,literature,,,macrofauna,,,,,,nodule,No match found,exact,accepted,719172,Oceanithyris,"Bitner & Zezina, 2013",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1304,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Brachiopoda,Rhynchonellata,Terebratulida,Dyscolioidea incertae sedis,Oceanithyris,,juveniformis,,Oceanithyris juveniformis,species,,,Bitner_etal_2013,2013,new species,new species,y,,literature; OBIS only,,,macrofauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,719173,Oceanithyris juveniformis,"Bitner & Zezina, 2013",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
2688,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Ochlesidae,,,,,Ochlesidae,family,,,,,,,,,literature,y,,macrofauna,,,,,,sediment,,exact,accepted,177027,Ochlesidae,"Stebbing, 1910",Animalia,literature,,,,,,,,,,yes,,,,,,
1307,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Octineonidae,Octineon,,,,Octineon,genus,,,,,,,,,DD,,,megafauna,,,,,,nodule,No match found,exact,accepted,100771,Octineon,"Moseley in Fowler, 1894",Animalia,,,,,,,,,,OBIS DD,yes,to check,,,,,
2689,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Octineonidae,,,,,Octineonidae,family,,,,,,,,,DD,y,,megafauna,,,,,,nodule,,exact,accepted,100679,Octineonidae,"Fowler, 1894",Animalia,,,,,,,,,,OBIS DD,yes,to check,,,,,
1308,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Terebellida,Trichobranchidae,Octobranchus,,,,Octobranchus,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129716,Octobranchus,"Marion & Bobretzky, 1875",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1309,,,,,,,,,,,,,,,,,Cnidaria,Anthozoa,,,,,,,Octocorallia,,subclass,y,,,,,,,literature; DD,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,1341,Octocorallia,"Haeckel, 1866",Animalia,literature,,,,,,LIT,,y,OBIS DD,,,,,,,
1310,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Magelonidae,Octomagelona,,,,Octomagelona,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,236824,Octomagelona,"Aguirrezabalaga, Ceberio & Fiege, 2001",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1311,,,,,,,,,,,,,,,,yes,Mollusca,Cephalopoda,Octopoda,,,,,,Octopoda,order,,,,,,,,,literature; DD,,,megafauna,,,,,,water column,matchtype: exact,exact,accepted,11718,Octopoda,"Leach, 1818",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1312,,,,,,,,,,,morphology only (specimens),,,,,,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Odetenema,,,,Odetenema,genus,,,Bezerra_etal_2021,2021,new genus,new genus,y,,literature; OBIS only,,,meiofauna,,,,,,sediment,No match found,exact,accepted,1475734,Odetenema,"Bezerra, Pape, Hauquier & Vanreusel, 2021",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
1313,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Odetenema,,gesarae,,Odetenema gesarae,species,,,Bezerra_etal_2021,2021,new species,new species,y,,literature; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1475740,Odetenema gesarae,"Bezerra, Pape, Hauquier & Vanreusel, 2021",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
1314,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Argestidae,Odiliacletodes,,,,Odiliacletodes,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,115232,Odiliacletodes,"Soyer, 1964",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1315,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Anticomidae,Odontanticoma,,,,Odontanticoma,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,160852,Odontanticoma,"Platonova, 1976",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2294,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Araeolaimida,Axonolaimidae,Odontophora,,,,Odontophora,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,fuzzy matches(exact) : more than one possibility,exact,accepted,2418,Odontophora,"Bütschli, 1874",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2295,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Araeolaimida,Axonolaimidae,Odontophoroides,,,,Odontophoroides,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2419,Odontophoroides,"Boucher & Helléouët, 1977",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1317,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Oecidiobranchus,,,,Oecidiobranchus,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,118327,Oecidiobranchus,"Hessler, 1970",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1316,,,,,,yes,genbank,,cf.,cf.,morphology and molecular data,no,yes,,no- name not in WoRMS- ask Saskia,yes,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Oecidiobranchus,,,,Oecidiobranchus oeci,species,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,118327,Oecidiobranchus,"Hessler, 1970",Animalia,literature,,,,,,,,,,yes,,,,,,
1318,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,,,,Oedicerina,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,101696,Oedicerina,"Stephensen, 1931",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
1319,,,ok,,,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,,henrici,,Oedicerina henrici,species,,,Jazdzewska_etal_2021,2021,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,1517158,Oedicerina henrici,"Ja?d?ewska in Ja?d?ewska, Brandt, Martínez Arbizu & Vink, 2021",Animalia,literature,,,,,,LIT,,y,,yes,,Y,,,,
1320,,,ok,,,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,,teresae,,Oedicerina teresae,species,,,Jazdzewska_etal_2021,2021,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,1517161,Oedicerina teresae,"Ja?d?ewska in Ja?d?ewska, Brandt, Martínez Arbizu & Vink, 2021",Animalia,literature,,,,,,LIT,,y,,yes,,Y,,,,
2997,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oediceroides,,,,Oediceroides,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,,,,101697,Oediceroides,"Stebbing, 1888",Animalia,literature,,,,,,,,,,yes,,,,,,
1321,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,,,,,Oedicerotidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,101400,Oedicerotidae,"Lilljeborg, 1865",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2690,,,,,,,,,,,,,,,,yes,Mollusca,Cephalopoda,Oegopsida,,,,,,Oegopsida,order,,,,,,,,,DD,y,,macrofauna,,,,,,water column,,exact,accepted,11730,Oegopsida,"d'Orbigny, 1845",Animalia,,,DD,,,,,,,,yes,,,,,,
2099,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Scalibregmatidae,Oligobregma,,,,Oligobregma,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,324770,Oligobregma,"Kudenov & Blake, 1978",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
