rec_long,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,descr_id_with,short_spp_cl,SPP_CHECKLIST,INCL,incl_note,ERIK_LIST,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,scientificName,taxonRank,otherRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,SOURCE_ED,inferred,notes,size_cat,size_cat_notes,name_verbatim,habitat_info,source_habitat_info,pelagic,habitat_interim,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,GBIF,OBIS,LIT,DD,sept_check,source_OBIS_DD,sole_source,sole_check,type_loc_info_OBIS,note,cl,cl2,cl3
28,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,arthrochaeta,,Acantholaimus arthrochaeta,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,734414,Acantholaimus arthrochaeta,"Miljutina & Miljutin, 2012",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
29,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,barbatus,,Acantholaimus barbatus,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,734415,Acantholaimus barbatus,"Miljutina & Miljutin, 2012",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
30,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,caecus,,Acantholaimus caecus,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,583366,Acantholaimus caecus,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
31,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,cornutus,,Acantholaimus cornutus,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,734416,Acantholaimus cornutus,"Miljutina & Miljutin, 2012",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
32,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,iubilus,,Acantholaimus iubilus,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,182947,Acantholaimus iubilus,"Gerlach, Schrage & Riemann, 1979",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
33,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,maks,,Acantholaimus maks,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,182948,Acantholaimus maks,"Gerlach, Schrage & Riemann, 1979",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
34,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,occultus,,Acantholaimus occultus,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,583368,Acantholaimus occultus,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
35,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,quintus,,Acantholaimus quintus,species,,,,,,,,,OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,182951,Acantholaimus quintus,"Gerlach, Schrage & Riemann, 1979",Animalia,,,,OBIS only,,OBIS,,,y,,yes,,,,,,
36,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,robustus,,Acantholaimus robustus,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,873641,Acantholaimus robustus,"Miljutina & Miljutin, 2012",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
37,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,sieglerae,,Acantholaimus sieglerae,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,734417,Acantholaimus sieglerae,"Miljutina & Miljutin, 2012",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
38,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,tchesunovi,,Acantholaimus tchesunovi,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,873642,Acantholaimus tchesunovi,"Miljutina & Miljutin, 2012",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
39,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,veitkoehlerae,,Acantholaimus veitkoehlerae,species,,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,873640,Acantholaimus veitkoehlerae,"Miljutina & Miljutin, 2012",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
40,,,,,,,,,,,morphology and molecular data,,,,,,Mollusca,Solenogastres,,Acanthomeniidae,,,,,Acanthomeniidae,family,,,,,,,,,literature; GBIF; DD; OBIS only,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,180821,Acanthomeniidae,"Salvini-Plawen, 1978",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2365,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Acanthomunna,,,,Acanthomunna,genus,,,,,,,,,OBIS only,y,,macrofauna,,,,,,sediment,,exact,accepted,118312,Acanthomunna,"Beddard, 1886",Animalia,,,,OBIS only,,,,,,,yes,,,,,,
41,,"Type locality: Pacific, Tanner Canyon, California, ~800 m - shallower  (Original description checked)",dubious,,,,,,,,morphology only (specimens),yes,yes,,,yes,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Acanthomunna,,tannerensis,,Acanthomunna tannerensis,species,,,,,,,,,OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,255657,Acanthomunna tannerensis,"Schultz, 1966",Animalia,,,,OBIS only,,OBIS,,,y,,yes,,,,,,
2225,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Acanthonchus,,,,Acanthonchus,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2319,Acanthonchus,"Cobb, 1920",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
42,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,Acanthonotozoma,,,,Acanthonotozoma,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,101443,Acanthonotozoma,"Boeck, 1876",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2366,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,,,,,Acanthonotozomatidae,family,,,,,,,,,DD,y,,macrofauna,,,,,,sediment,,exact,accepted,101362,Acanthonotozomatidae,"Stebbing, 1906",Animalia,,,DD,,,,,,,OBIS DD,yes,,,,,,
43,,,,,,,,,,,,,,,,,Arthropoda,Arachnida,,,,,,,Acari,,subclass,y,,,,,,,literature; DD,,,meiofauna,macro/meio,,,,,water column,matchtype: exact,exact,accepted,292684,Acari,"Leach, 1817",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
52,,,,,,,,,,,,,,,,yes,Echinodermata,Holothuroidea,Molpadida,Caudinidae,Acaudina,,,,Acaudina,genus,,,,,,,,,literature; GBIF; OBIS only,,,megafauna,,,,,,sediment,matchtype: exact,exact,accepted,204911,Acaudina,"H.L. Clark, 1908",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
54,,,,,,yes,,,,cf.,morphology and molecular data,yes,yes,,,yes,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Aceste,,ovata,,Aceste ovata,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,megafauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,513092,Aceste ovata,"A. Agassiz & H.L. Clark, 1907",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2861,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,no habitat info,yes,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Achlyonice,,ecalcarea,,Achlyonice ecalcarea,species,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,148770,Achlyonice ecalcarea,"Théel, 1879",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2113,,,,,,,,,,,molecular data,,,,,,Nematoda,Chromadorea,Chromadorida,Achromadoridae,Achromadora,,,,Achromadora,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,153150,Achromadora,"Cobb, 1913",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2367,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Achromadoridae,,,,,Achromadoridae,family,,,,,,,,,literature,y,,meiofauna,,,,,,sediment,,exact,accepted,227134,Achromadoridae,"Gerlach & Riemann, 1973",Animalia,literature,,,,,,,,,,yes,,,,,,
59,,,,,,,,,,cf.,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Terebellida,Acrocirridae,,,,,Acrocirridae,family,,,,,,,,,literature; GBIF; DD; OBIS only,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,920,Acrocirridae,"Banse, 1969",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2369,,,,,,,,,,,,,,,,,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,,,,Acropora,genus,,,,,,,,,GBIF,y,,megafauna,,,,,,nodule,,exact,accepted,205469,Acropora,"Oken, 1815",Animalia,,GBIF,,,,,,,,,yes,to check,,,,,
60,,,,,,,,,,,not given,yes,yes,,,,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,,humilis,,Acropora humilis,species,,,,,,,,,GBIF; OBIS only,,,megafauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,207094,Acropora humilis,"(Dana, 1846)",Animalia,,GBIF,,OBIS only,GBIF,OBIS,,,y,,,,,,,,
2370,,,,,,,,,,,,,,,,,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,,,,Acroporidae,family,,,,,,,,,GBIF,y,,megafauna,,,,,,nodule,,exact,accepted,196095,Acroporidae,"Verrill, 1901",Animalia,,GBIF,,,,,,,,,yes,to check,,,,,
3015,,,,,,,,,,,,,,,,,Cnidaria,Anthozoa,Scleractinia,Actinacididae,Actinaraea,,,,Actinaraea,genus,,,,,,,,,literature,,,meiofauna,,,,,,nodule,,exact,exact,1440251,Actinaraea,"d'Orbigny, 1849",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2956,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Actinauge,,,,Actinauge,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,,,,100750,Actinauge,"Verrill, 1883",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
61,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,,,,,,Actiniaria,order,,,,,,,,,literature; GBIF; DD; OBIS only,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2080,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Actiniidae,,,,,Actiniidae,family,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,100653,Actiniidae,"Rafinesque, 1815",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
62,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Actinonema,,,,Actinonema,genus,,,,,,,,,literature; GBIF; DD; OBIS only,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2283,Actinonema,"Cobb, 1920",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2957,,,,,,,,,,,,,,,,yes,Echinodermata,Holothuroidea,,,,,,,Actinopoda,class,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,1393249,Actinopoda,"Ludwig, 1891",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2371,,,,,,,,,,,,,,,,yes,Chordata,Actinopteri,,,,,,,Actinopteri,class,,,,,,,,,literature; GBIF; DD; OBIS only,y,,megafauna,,,,,,water column,,exact,accepted,843664,Actinopteri,,Animalia,literature,GBIF,DD,OBIS only,,,,,,,,,,,,,
63,,,,,,,,,,cf.,,,,,,yes,Chordata,,,,,,,,Actinopterygii,,gigaclass,y,,,,,,,literature; GBIF; DD; OBIS only,,,megafauna,,,,,,water column,matchtype: exact,exact,accepted,10194,Actinopterygii,,Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,,,,,,,,
2114,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,Actinoscyphia,,,,Actinoscyphia,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,100707,Actinoscyphia,"Stephenson, 1920",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2115,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,,yes,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,Actinoscyphia,,verrilli,,Actinoscyphia verrilli,species,,,,,,,,,literature,,,megafauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,283447,Actinoscyphia verrilli,"(Gravier, 1918)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
64,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,,,,,Actinoscyphiidae,family,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,100654,Actinoscyphiidae,"Stephenson, 1920",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
65,,,,,,,,,,,morphology and molecular data,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,,,,,Actinostolidae,family,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,100655,Actinostolidae,"Carlgren, 1932",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2116,,,,,,,,,,,,,,,,,Arthropoda,,,,,,,,Adenopleuridae,family,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,,,,Adenopleuridae,,Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
67,,,,,,,,,,,,,,,,,Mollusca,Gastropoda,Seguenziida,[unassigned] Seguenzioidea,Adeuomphalus,,,,Adeuomphalus,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,138491,Adeuomphalus,"Seguenza, 1876",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
68,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Oncholaimidae,Adoncholaimus,,,,Adoncholaimus,genus,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2565,Adoncholaimus,"Filipjev, 1918",Animalia,literature,,DD,,,,LIT,DD,y,,,,,,,,
2117,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,,Paraonidae,Aedicira,,,,Aedicira,genus,,,,,,,,,literature,y,,macrofauna,,,,,,sediment,matchtype: exact,exact,alternate representation,325585,Aricidea (Aedicira),"Hartman, 1957",Animalia,literature,,,,,,,,,,yes,,,,,,
69,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,,,,,Aegialoalaimidae,family,,,,,,,,,DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2175,Aegialoalaimidae,"Lorenzen, 1981",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
70,,,,,,,,,,,molecular data,,,,,,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,,,Aegialoalaimus,genus,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2381,Aegialoalaimus,"de Man, 1907",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2372,,,,,,,,,,,,,,,,,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aeginura,,,,Aeginura,genus,,,,,,,,,DD,y,"COMRA only, NA depth, not in OBIS. Raw files- have depth (are collected from plankton trawl at depth - 5000m+",macrofauna,,,,,,water column,,exact,accepted,116996,Aeginura,"Haeckel, 1879",Animalia,,,DD,,,,,,,,yes,to check,,,,,
75,,,,,,,,,,,morphology and molecular data,,,,,,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,,,,,Aegisthidae,family,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,115133,Aegisthidae,"Giesbrecht, 1893",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
3054,,,,,,,,,,,morphology and molecular data,,,,,,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Aegisthus,,,,Aegisthus,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,,exact,accepted,115186,Aegisthus,"Giesbrecht, 1891",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2862,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,no habitat info,yes,Echinodermata,Echinoidea,Spatangoida,Aeropsidae,Aeropsis,,fulva,,Aeropsis fulva,species,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,513094,Aeropsis fulva,"(A. Agassiz, 1898)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
80,,,,,,,,,,,molecular data,,,,,,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,,,,,Agalmatidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,water column,matchtype: exact,exact,accepted,135344,Agalmatidae,"Brandt, 1834",Animalia,literature,,,,,,LIT,,y,OBIS DD,,,,,,,
2373,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,,,,,Agathotanaidae,family,,,,,,,,,literature; DD,y,,macrofauna,,,,,,sediment,,exact,accepted,237594,Agathotanaidae,"Lang, 1971",Animalia,literature,,DD,,,,,,,OBIS DD,,,,,,,
81,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,,,Agathotanais,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,136222,Agathotanais,"Hansen, 1913",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2214,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,ahyongi,,Agathotanais ahyongi,species,,,Larsen_1999,1999,new species,new species pre 2000,y,,literature; GBIF,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,247400,Agathotanais ahyongi,"Larsen, 1999",Animalia,literature,GBIF,,,GBIF,,LIT,,y,,,,,,,,
3013,,,ok,,,yes,,,,,morphology and molecular data,yes,yes,,no habitat info,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,beatae,,Agathotanais beatae,species,,,Stepien_etal_2022,2022,new species,new species,y,,literature,,,macrofauna,,,,,,sediment,,,,1568820,Agathotanais beatae,"Jó?wiak & Pe?czy?ska, 2022",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
3014,,,ok,,,yes,,,,,morphology and molecular data,yes,yes,,no habitat info,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,jani,,Agathotanais jani,species,,,Stepien_etal_2022,2022,new species,new species,y,,literature,,,macrofauna,,,,,,sediment,,,,1568824,Agathotanais jani,"Jó?wiak & Pe?czy?ska, 2022",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2215,,,ok,,,,,,,,morphology only (specimens),yes,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,manganicus,,Agathotanais manganicus,species,,,Larsen_1999,1999,new species,new species pre 2000,y,,literature; GBIF,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,247404,Agathotanais manganicus,"Larsen, 1999",Animalia,literature,GBIF,,,GBIF,,LIT,,y,,,,,,,,
82,recorded with cf.,"Type locality: SE Australian slope, 400-1840 m  (Original description checked)",dubious,,,,,,cf.,cf.,not given,no,yes,,,,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,spinipoda,,Agathotanais spinipoda,species,,,,,,,,,DD,,in taxonRemarks in OBIS dd records,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,247405,Agathotanais spinipoda,"Larsen, 1999",Animalia,,,DD,,,,,DD,y,,yes,to check,,,,,
86,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,,,Aglaophamus,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129366,Aglaophamus,"Kinberg, 1866",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
89,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,,,,,Akanthophoreidae,family,,,,,,,,,GBIF; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,599405,Akanthophoreidae,"Sieg, 1986",Animalia,,GBIF,DD,,GBIF,,,DD,y,OBIS DD,,,,,,,
90,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,,,,Akanthophoreus,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,136205,Akanthophoreus,"Sieg, 1986",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
93,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,Camacolaimidae,Alaimella,,,,Alaimella,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,2399,Alaimella,"Cobb, 1920",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2376,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Alciopina,,,,Alciopina,genus,,,,,,,,,literature,y,,macrofauna,,,,,,sediment,,exact,accepted,129143,Alciopina,"Claparède & Panceri, 1867",Animalia,literature,,,,,,,,,,yes,,,,,,
94,,,,Type locality: Gulf of ples. Shallow water. ,dubious,,,,cf.,cf.,morphology only (specimens),no,yes,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Alciopina,,parasitica,,Alciopina parasitica,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,129750,Alciopina parasitica,"Claparède & Panceri, 1867",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
95,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,Alciopini,,tribe,y,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,932,Alciopini,"Ehlers, 1864",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
96,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Alcyonacea,,,,,,Alcyonacea,order,,,,,,,,,literature; DD,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
97,,,,,,,,,,,,,,,,yes,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,,,,,Alcyoniidae,family,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,125269,Alcyoniidae,"Lamouroux, 1812",Animalia,literature,,,,,,,,,,yes,,,,,,
2377,,,,,,,,,,,,,,,,yes,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,,,,,Alepocephalidae,family,,,,,,,,,DD,y,,macrofauna,,,,,,water column,,exact,accepted,125507,Alepocephalidae,"Bonaparte, 1846",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
2378,,,,,,,,,,,,,,,,yes,Chordata,Actinopteri,Alepocephaliformes,,,,,,Alepocephaliformes,order,,,,,,,,,DD,y,,macrofauna,,,,,,water column,,exact,accepted,1517449,Alepocephaliformes,,Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
98,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Alicella,,,,Alicella,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,488207,Alicella,"Chevreux, 1899",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
99,,,ok,,,,,,,,not given,yes,yes,,,yes,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Alicella,,gigantea,,Alicella gigantea,species,,,,,,,,,DD,,,megafauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,488208,Alicella gigantea,"Chevreux, 1899",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
100,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Alicellidae,,,,,Alicellidae,family,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,468022,Alicellidae,"Lowry & De Broyer, 2008",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
