rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
30374,,,Mohrbeck_etal_2021,,,yes,Eurythenes magellanicus,Eurythenes magellanicus,,1,Y,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,,,,,,,AB01,UK-1,,,Stratum A,,,AB1-TR04-l. amph-5,,DEPLOY,AB1-TR04-l. amph-5,,,,,13.7612,-116.4483,,,,,,,4170,,,17-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP694,,,,,,,,,
30895,,,Mohrbeck_etal_2021,,,yes,Eurythenes maldoror,Eurythenes maldoror,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,,,,,,,AB02,UK-1,,,Stratum B,,,UK1-AB2-TR06-IT-SGN104,,DEPLOY,AB2-TR06-IT-SGN104,,,,,12.4957,-116.622,,,,,,,4221,,,03-Mar-2015,,Baited trap,Baited trap,,,,,,,,,AB2-AMP679,,,,,,,,,
30896,,,Mohrbeck_etal_2021,,,yes,Eurythenes maldoror,Eurythenes maldoror,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,,,,,,,AB02,UK-1,,,Stratum B,,,UK1-AB2-TR06-IT-SGN104,,DEPLOY,AB2-TR06-IT-SGN104,,,,,12.4957,-116.622,,,,,,,4221,,,03-Mar-2015,,Baited trap,Baited trap,,,,,,,,,AB2-AMP680,,,,,,,,,
30897,,,Mohrbeck_etal_2021,,,yes,Eurythenes maldoror,Eurythenes maldoror,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,,,,,,,AB02,UK-1,,,Stratum B,,,UK1-AB2-TR06-IT-SGN104,,DEPLOY,AB2-TR06-IT-SGN104,,,,,12.4957,-116.622,,,,,,,4221,,,03-Mar-2015,,Baited trap,Baited trap,,,,,,,,,AB2-AMP682,,,,,,,,,
30534,,,Mohrbeck_etal_2021,,,yes,Paracallisoma sp.,Paracallisoma sp.,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP265,,,,,,,,,
30735,,,Mohrbeck_etal_2021,,,yes,Paracallisoma sp.,Paracallisoma sp.,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP564,,,,,,,,,
30376,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP2,,,,,,,,,
30379,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP5,,,,,,,,,
30381,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP8,,,,,,,,,
30382,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP10,,,,,,,,,
30384,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP13,,,,,,,,,
30385,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP14,,,,,,,,,
30390,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP24,,,,,,,,,
30397,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP34,,,,,,,,,
30400,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP38,,,,,,,,,
30401,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP40,,,,,,,,,
30403,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene gerulicorbis,Abyssorchomene gerulicorbis,,1,Y,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP42,,,,,,,,,
30404,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP45,,,,,,,,,
30406,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP50,,,,,,,,,
30408,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP52,,,,,,,,,
30409,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP53,,,,,,,,,
30410,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP55,,,,,,,,,
30411,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP56,,,,,,,,,
30413,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP58,,,,,,,,,
30415,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP60,,,,,,,,,
30416,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP61,,,,,,,,,
30417,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP62,,,,,,,,,
30420,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP66,,,,,,,,,
30422,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP69,,,,,,,,,
30423,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP70,,,,,,,,,
30424,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP72,,,,,,,,,
30426,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR01-000-SGN1,,DEPLOY,AB1-TR01-000-SGN1,,,,,13.880833 ,-116.44915,,,,,,,4203,,,08-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP74,,,,,,,,,
30474,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP175,,,,,,,,,
30475,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP176,,,,,,,,,
30476,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP185,,,,,,,,,
30477,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP187,,,,,,,,,
30478,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP188,,,,,,,,,
30479,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP191,,,,,,,,,
30481,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP193,,,,,,,,,
30482,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP194,,,,,,,,,
30485,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP199,,,,,,,,,
30486,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP200,,,,,,,,,
30488,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP202,,,,,,,,,
30489,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP203,,,,,,,,,
30490,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP204,,,,,,,,,
30492,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP206,,,,,,,,,
30493,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP207,,,,,,,,,
30494,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP208,,,,,,,,,
30495,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP211,,,,,,,,,
30501,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP221,,,,,,,,,
30502,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP222,,,,,,,,,
30503,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP223,,,,,,,,,
30506,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP226,,,,,,,,,
30507,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP228,,,,,,,,,
30508,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP229,,,,,,,,,
30511,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP233,,,,,,,,,
30512,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP234,,,,,,,,,
30513,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP235,,,,,,,,,
30514,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP236,,,,,,,,,
