rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
2001,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA18,PRA18,,STN,BPRA 1_PRA18,ASP,,,CENTRAL,12.97733333,-128.297333333333,,,12°58.64?N,128°17.84?W,,,4835,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,60
2002,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA19,PRA19,,STN,BPRA 1_PRA19,1-5cm,,,CENTRAL,12.97183333,-128.346666666667,,,12°58.31?N,128°20.8?W,,,4746,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,61
3831,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,NOD,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,56
3832,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H351,H351,,STN,ECHO I (C)_H351,0-1cm,,,EAST,14.62716667,-125.439666666667,,,14°37.63?N,125°26.38?W,,,4516,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,57
4235,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H355,H355,,STN,ECHO I (T)_H355,1-5cm,,,EAST,14.6995,-125.4045,,,14°41.97?N,125°24.27?W,,,4510,,,19/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,58
2003,,,Wilson_2017,iso,,NO,Disconectes 108,Disconectes,Disconectes 108,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA13,PRA13,,STN,BPRA 1_PRA13,1-5cm,,,CENTRAL,12.91783333,-128.282666666667,,,12°55.07?N,128°16.96?W,,,4775,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,63
3833,,,Wilson_2017,iso,,NO,Disconectes 108,Disconectes,Disconectes 108,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,TOP,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,62
4236,,,Wilson_2017,iso,,NO,Disconectes 124,Disconectes,Disconectes 124,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H357,H357,,STN,ECHO I (T)_H357,NOD,,,EAST,14.70233333,-125.404666666667,,,14°42.14?N,125°24.28?W,,,4510,,,23/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,64
4237,,,Wilson_2017,iso,,NO,Disconectes 125,Disconectes,Disconectes 125,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H356,H356,,STN,ECHO I (T)_H356,1-5cm,,,EAST,14.7075,-125.4045,,,14°42.45?N,125°24.27?W,,,4518,,,21/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,65
4238,,,Wilson_2017,iso,,NO,Disconectes 125,Disconectes,Disconectes 125,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H357,H357,,STN,ECHO I (T)_H357,TOP,,,EAST,14.70233333,-125.404666666667,,,14°42.14?N,125°24.28?W,,,4510,,,23/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,66
2680,,,Wilson_2017,iso,,NO,Disconectes 358,Disconectes,Disconectes 358,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ32,DJ32,,STN,DOMES #1_DJ32,,,,WEST,9.266666667,-151.935,,,9°16?N,151°56.1?W,,,5043,,,30/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,67
3211,,,Wilson_2017,iso,,NO,Disconectes 358,Disconectes,Disconectes 358,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ69,DJ69,,STN,DOMES #2_DJ69,,,,WEST,9.263333333,-151.511666666667,,,9°15.8?N,151°30.7?W,,,5049,,,25/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,69
3212,,,Wilson_2017,iso,,NO,Disconectes 358,Disconectes,Disconectes 358,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ75,DJ75,,STN,DOMES #2_DJ75,,,,WEST,9.395,-151.285,,,9°23.7?N,151°17.1?W,,,5216,,,27/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,70
2681,,,Wilson_2017,iso,,NO,Disconectes 358,Disconectes,Disconectes 358,2,no,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ39,DJ39,,STN,DOMES #1_DJ39,,,,WEST,9.596666667,-151.113333333333,,,9°35.8?N,151°6.8?W,,,5117,,,03/12/1977,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,68
2682,,,Wilson_2017,iso,,NO,Disconectes 361,Disconectes,Disconectes 361,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ24,DJ24,,STN,DOMES #1_DJ24,,,,WEST,9.52,-151.285,,,9°31.2?N,151°17.1?W,,,5164,,,28/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,71
2683,,,Wilson_2017,iso,,NO,Disconectes 361,Disconectes,Disconectes 361,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ34,DJ34,,STN,DOMES #1_DJ34,,,,WEST,9.278333333,-151.163333333333,,,9°16.7?N,151°9.8?W,,,4842,,,01/12/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,72
2298,,,Wilson_2017,poly,,NO,Ditrupa sp. A,Ditrupa,Ditrupa sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Serpulidae,Ditrupa,,129561,"Berkeley, 1835",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA13,PRA13,,STN,BPRA 1_PRA13,,,,CENTRAL,12.91783333,-128.282666666667,,,12°55.07?N,128°16.96?W,,,4775,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1468
2978,,,Wilson_2017,poly,,NO,Ditrupa sp. A,Ditrupa,Ditrupa sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Serpulidae,Ditrupa,,129561,"Berkeley, 1835",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ21,DJ21,,STN,DOMES #1_DJ21,,,,WEST,9.341666667,-151.75,,,9°20.5?N,151°45?W,,,5203,,,27/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1469
2979,,,Wilson_2017,poly,,NO,Ditrupa sp. A,Ditrupa,Ditrupa sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Serpulidae,Ditrupa,,129561,"Berkeley, 1835",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ38,DJ38,,STN,DOMES #1_DJ38,,,,WEST,9.605,-151.966666666667,,,9°36.3?N,151°58?W,,,5086,,,03/12/1977,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1470
2301,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA05,PRA05,,STN,BPRA 1_PRA05,,,,CENTRAL,12.94683333,-128.344333333333,,,12°56.81?N,128°20.66?W,,,4741,,,04/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1473
2302,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA08,PRA08,,STN,BPRA 1_PRA08,,,,CENTRAL,12.9095,-128.345,,,12°54.57?N,128°20.7?W,,,4797,,,05/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1474
2304,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA14,PRA14,,STN,BPRA 1_PRA14,,,,CENTRAL,12.96866667,-128.327166666667,,,12°58.12?N,128°19.63?W,,,4809,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1476
2305,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA15,PRA15,,STN,BPRA 1_PRA15,,,,CENTRAL,12.925,-128.3205,,,12°55.5?N,128°19.23?W,,,4741,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1477
2307,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA19,PRA19,,STN,BPRA 1_PRA19,,,,CENTRAL,12.97183333,-128.346666666667,,,12°58.31?N,128°20.8?W,,,4746,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1479
2980,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ08,DJ08,,STN,DOMES #1_DJ08,,,,WEST,9.4205,-151.574333333333,,,9°25.23?N,151°34.46?W,,,5205,,,24/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1481
2981,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ26,DJ26,,STN,DOMES #1_DJ26,,,,WEST,9.413666667,-151.273666666667,,,9°24.82?N,151°16.42?W,,,5170,,,29/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1482
2982,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ30,DJ30,,STN,DOMES #1_DJ30,,,,WEST,9.422,-151.165833333333,,,9°25.32?N,151°9.95?W,,,5175,,,30/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1483
3598,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ40,DJ40,,STN,DOMES #2_DJ40,,,,WEST,9.391666667,-151.486666666667,,,9°23.5?N,151°29.2?W,,,5256,,,18/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1484
3599,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ44,DJ44,,STN,DOMES #2_DJ44,,,,WEST,9.408333333,-151.458333333333,,,9°24.5?N,151°27.5?W,,,5235,,,19/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1485
3600,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ47,DJ47,,STN,DOMES #2_DJ47,,,,WEST,9.35,-151.478333333333,,,9°21?N,151°28.7?W,,,5208,,,20/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1486
3601,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ74,DJ74,,STN,DOMES #2_DJ74,,,,WEST,9.406666667,-151.298333333333,,,9°24.4?N,151°17.9?W,,,5283,,,27/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1487
4073,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H362,H362,,STN,ECHO I (C)_H362,,,,EAST,14.70133333,-125.431,,,14°42.08?N,125°25.86?W,,,4480,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1489
4072,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,ECHO I (N),,GSR,GSR,GSR B4,,H361,H361,,STN,ECHO I (N)_H361,,,,EAST,14.68,-125.367333333333,,,14°40.8?N,125°22.04?W,,,4567,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1488
4423,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H358,H358,,STN,ECHO I (T)_H358,,,,EAST,14.70316667,-125.404333333333,,,14°42.19?N,125°24.26?W,,,4516,,,23/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1490
2300,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA04,PRA04,,STN,BPRA 1_PRA04,,,,CENTRAL,12.92466667,-128.326666666667,,,12°55.48?N,128°19.6?W,,,4708,,,04/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1472
2303,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA13,PRA13,,STN,BPRA 1_PRA13,,,,CENTRAL,12.91783333,-128.282666666667,,,12°55.07?N,128°16.96?W,,,4775,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1475
2308,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA22,PRA22,,STN,BPRA 1_PRA22,,,,CENTRAL,12.96533333,-128.295833333333,,,12°57.92?N,128°17.75?W,,,4797,,,08/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1480
2299,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,3,no,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA02,PRA02,,STN,BPRA 1_PRA02,,,,CENTRAL,12.93433333,-128.365666666667,,,12°56.06?N,128°21.94?W,,,4815,,,04/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1471
2306,,,Wilson_2017,poly,,NO,Dysponetus sp. A,Dysponetus,Dysponetus sp. A,3,no,,,,,,,genus,temp name,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,129236,"Levinsen, 1879",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA16,PRA16,,STN,BPRA 1_PRA16,,,,CENTRAL,12.93066667,-128.315,,,12°55.84?N,128°18.9?W,,,4848,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1478
2309,,,Wilson_2017,poly,,NO,Euchone sp. A,Euchone,Euchone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA15,PRA15,,STN,BPRA 1_PRA15,,,,CENTRAL,12.925,-128.3205,,,12°55.5?N,128°19.23?W,,,4741,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1491
4074,,,Wilson_2017,poly,,NO,Euchone sp. A,Euchone,Euchone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (N),,GSR,GSR,GSR B4,,H361,H361,,STN,ECHO I (N)_H361,,,,EAST,14.68,-125.367333333333,,,14°40.8?N,125°22.04?W,,,4567,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1492
2310,,,Wilson_2017,poly,,NO,Euchone sp. B,Euchone,Euchone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA16,PRA16,,STN,BPRA 1_PRA16,,,,CENTRAL,12.93066667,-128.315,,,12°55.84?N,128°18.9?W,,,4848,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1493
4075,,,Wilson_2017,poly,,NO,Euchone sp. B,Euchone,Euchone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1494
2311,,,Wilson_2017,poly,,NO,Euchone sp. C,Euchone,Euchone sp. C,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA15,PRA15,,STN,BPRA 1_PRA15,,,,CENTRAL,12.925,-128.3205,,,12°55.5?N,128°19.23?W,,,4741,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1495
4076,,,Wilson_2017,poly,,NO,Euchone sp. C,Euchone,Euchone sp. C,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H350,H350,,STN,ECHO I (C)_H350,,,,EAST,14.63533333,-125.447,,,14°38.12?N,125°26.82?W,,,4506,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1496
4424,,,Wilson_2017,poly,,NO,Euchone sp. C,Euchone,Euchone sp. C,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H353,H353,,STN,ECHO I (T)_H353,,,,EAST,14.7015,-125.4045,,,14°42.09?N,125°24.27?W,,,4516,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1498
4077,,,Wilson_2017,poly,,NO,Euchone sp. C,Euchone,Euchone sp. C,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (N),,GSR,GSR,GSR B4,,H361,H361,,STN,ECHO I (N)_H361,,,,EAST,14.68,-125.367333333333,,,14°40.8?N,125°22.04?W,,,4567,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1497
4078,,,Wilson_2017,poly,,NO,Euchone sp. D,Euchone,Euchone sp. D,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,129528,"Malmgren, 1866",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H347,H347,,STN,ECHO I (C)_H347,,,,EAST,14.638,-125.449833333333,,,14°38.28?N,125°26.99?W,,,4511,,,13/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1499
3834,,,Wilson_2017,iso,,NO,Eugerda 114,Eugerda,Eugerda 114,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda,,118323,"Meinert, 1890",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,TOP,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,73
3835,,,Wilson_2017,iso,,NO,Eugerda 114,Eugerda,Eugerda 114,1,no,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda,,118323,"Meinert, 1890",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,1-5cm,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,74
3836,,,Wilson_2017,iso,,NO,Eugerda 114,Eugerda,Eugerda 114,1,no,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda,,118323,"Meinert, 1890",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,0-1cm,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,75
2004,,,Wilson_2017,iso,,NO,Eugerda 120,Eugerda,Eugerda 120,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda,,118323,"Meinert, 1890",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA14,PRA14,,STN,BPRA 1_PRA14,1-5cm,,,CENTRAL,12.96866667,-128.327166666667,,,12°58.12?N,128°19.63?W,,,4809,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,79
