"","Species","Individuals"
"N35441",2722.36565454308,35441
"N35461",2723.13830249005,35461
"N35481",2723.91064192457,35481
"N35501",2724.68267313733,35501
"N35521",2725.4543963031,35521
"N35541",2726.22581171993,35541
"N35561",2726.99691960084,35561
"N35581",2727.76772023053,35581
"N35601",2728.53821380778,35601
"N35621",2729.30840058026,35621
"N35641",2730.07828077932,35641
"N35661",2730.84785466672,35661
"N35681",2731.61712244761,35681
"N35701",2732.38608437821,35701
"N35721",2733.15474070133,35721
"N35741",2733.92309169278,35741
"N35761",2734.69113750734,35761
"N35781",2735.45887840334,35781
"N35801",2736.22631468156,35801
"N35821",2736.99344650499,35821
"N35841",2737.76027414695,35841
"N35861",2738.52679777756,35861
"N35881",2739.29301775773,35881
"N35901",2740.05893424913,35901
"N35921",2740.82454746637,35921
"N35941",2741.58985766538,35941
"N35961",2742.35486509794,35961
"N35981",2743.11956996985,35981
"N36001",2743.88397252658,36001
"N36021",2744.64807302327,36021
"N36041",2745.41187164276,36041
"N36061",2746.17536864779,36061
"N36081",2746.9385642975,36081
"N36101",2747.70145875998,36101
"N36121",2748.46405233332,36121
"N36141",2749.2263451871,36141
"N36161",2749.98833758427,36161
"N36181",2750.75002980034,36181
"N36201",2751.51142199698,36201
"N36221",2752.27251441299,36221
"N36241",2753.03330730105,36241
"N36261",2753.79380090184,36261
"N36281",2754.55399539825,36281
"N36301",2755.31389105217,36301
"N36321",2756.07348810236,36321
"N36341",2756.83278677009,36341
"N36361",2757.59178729681,36361
"N36381",2758.35048984664,36381
"N36401",2759.1088946817,36401
"N36421",2759.86700207683,36421
"N36441",2760.62481221075,36441
"N36461",2761.38232530156,36461
"N36481",2762.13954161137,36481
"N36501",2762.89646135586,36501
"N36521",2763.65308474578,36521
"N36541",2764.40941202884,36541
"N36561",2765.16544341221,36561
"N36581",2765.92117913579,36581
"N36601",2766.6766194035,36601
"N36621",2767.4317644448,36621
"N36641",2768.18661448811,36641
"N36661",2768.9411697562,36661
"N36681",2769.69543053306,36681
"N36701",2770.44939692825,36701
"N36721",2771.20306925261,36721
"N36741",2771.95644766723,36741
"N36761",2772.70953244377,36761
"N36781",2773.4623237952,36781
"N36801",2774.21482193327,36801
"N36821",2774.96702708753,36821
"N36841",2775.71893947468,36841
"N36861",2776.47055931186,36861
"N36881",2777.22188681451,36881
"N36901",2777.97292223758,36901
"N36921",2778.72366576071,36921
"N36941",2779.47411764025,36941
"N36961",2780.22427803837,36961
"N36981",2780.9741472345,36981
"N37001",2781.72372543841,37001
"N37021",2782.47301284521,37021
"N37041",2783.22200969031,37041
"N37061",2783.97071619044,37061
"N37081",2784.71913253249,37081
"N37101",2785.46725899795,37101
"N37121",2786.2150957423,37121
"N37141",2786.96264304188,37141
"N37161",2787.70990105618,37161
"N37181",2788.45687003508,37181
"N37201",2789.20355017562,37201
"N37221",2789.949941759,37221
"N37241",2790.69604489641,37241
"N37261",2791.44185990135,37261
"N37281",2792.18738691885,37281
"N37301",2792.93262616623,37301
"N37321",2793.67757790193,37321
"N37341",2794.42224234109,37341
"N37361",2795.16661966811,37361
"N37381",2795.91071010205,37381
"N37401",2796.65451384098,37401
"N37421",2797.39803115256,37421
"N37441",2798.1412621877,37441
"N37461",2798.88420724147,37461
"N37481",2799.62686642671,37481
"N37501",2800.36924004619,37501
"N37521",2801.11132823588,37521
"N37541",2801.85313126764,37541
"N37561",2802.59464930297,37561
"N37581",2803.33588260159,37581
"N37601",2804.07683134555,37601
"N37621",2804.81749574836,37621
"N37641",2805.5578760448,37641
"N37661",2806.29797241591,37661
"N37681",2807.03778507327,37681
"N37701",2807.77731425576,37701
"N37721",2808.51656013832,37721
"N37741",2809.25552296582,37741
"N37761",2809.99420291938,37761
"N37781",2810.73260019873,37781
"N37801",2811.47071506729,37801
"N37821",2812.20854769462,37821
"N37841",2812.9460982786,37841
"N37861",2813.68336698993,37861
"N37881",2814.4203541564,37881
"N37901",2815.15705988873,37901
"N37921",2815.89348444963,37921
"N37941",2816.62962797052,37941
"N37961",2817.36549075635,37961
"N37981",2818.1010729217,37981
"N38001",2818.83637473764,38001
"N38021",2819.57139641333,38021
"N38041",2820.30613810223,38041
"N38061",2821.04060003049,38061
"N38081",2821.77478241518,38081
"N38101",2822.50868546231,38101
"N38121",2823.24230936681,38121
"N38141",2823.97565436286,38141
"N38161",2824.70872060608,38161
"N38181",2825.44150832336,38181
"N38201",2826.17401771078,38201
"N38221",2826.9062489962,38221
"N38241",2827.63820237258,38241
"N38261",2828.36987802253,38261
"N38281",2829.10127617459,38281
"N38301",2829.83239701726,38301
"N38321",2830.56324077385,38321
"N38341",2831.29380760077,38341
"N38361",2832.02409774328,38361
"N38381",2832.75411139957,38381
"N38401",2833.48384873934,38401
"N38421",2834.21330999603,38421
"N38441",2834.94249535233,38441
"N38461",2835.67140502621,38461
"N38481",2836.40003921638,38481
"N38501",2837.12839810516,38501
"N38521",2837.85648188673,38521
"N38541",2838.58429080581,38541
"N38561",2839.31182500879,38561
"N38581",2840.0390847557,38581
"N38601",2840.76607019478,38601
"N38621",2841.49278150979,38621
"N38641",2842.21921895152,38641
"N38661",2842.94538269321,38661
"N38681",2843.67127293959,38681
"N38701",2844.39688989974,38701
"N38721",2845.12223373987,38721
"N38741",2845.8473046708,38741
"N38761",2846.57210290111,38761
"N38781",2847.29662862906,38781
"N38801",2848.02088200727,38801
"N38821",2848.74486329043,38821
"N38841",2849.46857263543,38841
"N38861",2850.19201027862,38861
"N38881",2850.91517638753,38881
"N38901",2851.63807117964,38901
"N38921",2852.36069480093,38921
"N38941",2853.08304750301,38941
"N38961",2853.80512943587,38961
"N38981",2854.52694081478,38981
"N39001",2855.24848186126,39001
"N39021",2855.96975271509,39021
"N39041",2856.69075359834,39041
"N39061",2857.41148471807,39061
"N39081",2858.13194624627,39081
"N39101",2858.85213839998,39101
"N39121",2859.57206134121,39121
"N39141",2860.2917152877,39141
"N39161",2861.01110038651,39161
"N39181",2861.73021689559,39181
"N39201",2862.44906498448,39201
"N39221",2863.16764484206,39221
"N39241",2863.88595663855,39241
"N39261",2864.60400059199,39261
"N39281",2865.32177690536,39281
"N39301",2866.03928573265,39301
"N39321",2866.75652727692,39321
"N39341",2867.47350175445,39341
"N39361",2868.19020929457,39361
"N39381",2868.90665013004,39381
"N39401",2869.62282448872,39401
"N39421",2870.33873250632,39421
"N39441",2871.05437438887,39441
"N39461",2871.76975029475,39461
"N39481",2872.48486047192,39481
"N39501",2873.19970507281,39501
"N39521",2873.91428429268,39521
"N39541",2874.62859831714,39541
"N39561",2875.34264733067,39561
"N39581",2876.05643155524,39581
"N39601",2876.7699511047,39601
"N39621",2877.48320628249,39621
"N39641",2878.19619716066,39641
"N39661",2878.90892396532,39661
"N39681",2879.6213869154,39681
"N39701",2880.33358613675,39701
"N39721",2881.04552190084,39721
"N39741",2881.75719432857,39741
"N39761",2882.46860360041,39761
"N39781",2883.17974994335,39781
"N39801",2883.89063351145,39801
"N39821",2884.60125451121,39821
"N39841",2885.31161313303,39841
"N39861",2886.02170955038,39861
"N39881",2886.73154393205,39881
"N39901",2887.44111646153,39901
"N39921",2888.15042736365,39921
"N39941",2888.85947677746,39941
"N39961",2889.56826492305,39961
"N39981",2890.27679196688,39981
"N40001",2890.98505810438,40001
"N40021",2891.69306348942,40021
"N40041",2892.4008083269,40041
"N40061",2893.10829279678,40061
"N40081",2893.81551707994,40081
"N40101",2894.52248137702,40101
"N40121",2895.22918585959,40121
"N40141",2895.9356306775,40141
"N40161",2896.64181604771,40161
"N40181",2897.34774216763,40181
"N40201",2898.05340917651,40201
"N40221",2898.75881728334,40221
"N40241",2899.46396661778,40241
"N40261",2900.16885746377,40261
"N40281",2900.87348991059,40281
"N40301",2901.57786416703,40301
"N40321",2902.28198043185,40321
"N40341",2902.98583884564,40341
"N40361",2903.68943964036,40361
"N40381",2904.39278295855,40381
"N40401",2905.09586896997,40401
"N40421",2905.79869787593,40421
"N40441",2906.50126986365,40441
"N40461",2907.2035850972,40461
"N40481",2907.90564376262,40481
"N40501",2908.60744602623,40501
"N40521",2909.30899206877,40521
"N40541",2910.01028208134,40541
"N40561",2910.71131623308,40561
"N40581",2911.41209468808,40581
"N40601",2912.11261765582,40601
"N40621",2912.81288529678,40621
"N40641",2913.51289778149,40641
"N40661",2914.21265528841,40661
"N40681",2914.91215800235,40681
"N40701",2915.61140608846,40701
"N40721",2916.31039972404,40721
"N40741",2917.00913911269,40741
"N40761",2917.70762438033,40761
"N40781",2918.40585577421,40781
"N40801",2919.10383338124,40801
"N40821",2919.80155744228,40821
"N40841",2920.49902813693,40841
"N40861",2921.19624556487,40861
"N40881",2921.89320996904,40881
"N40901",2922.5899215246,40901
"N40921",2923.2863803541,40921
"N40941",2923.98258668195,40941
"N40961",2924.67854067254,40961
"N40981",2925.37424248481,40981
"N41001",2926.06969228431,41001
"N41021",2926.76489028757,41021
"N41041",2927.45983662783,41041
"N41061",2928.15453149484,41061
"N41081",2928.84897505391,41081
"N41101",2929.54316746719,41101
"N41121",2930.23710892733,41121
"N41141",2930.93079958463,41141
"N41161",2931.62423964079,41161
"N41181",2932.31742925446,41181
"N41201",2933.01036860584,41201
"N41221",2933.70305783225,41221
"N41241",2934.39549712452,41241
"N41261",2935.08768666797,41261
"N41281",2935.77962662915,41281
"N41301",2936.47131713887,41301
"N41321",2937.16275843307,41321
"N41341",2937.85395065473,41341
"N41361",2938.54489394179,41361
"N41381",2939.23558852405,41381
"N41401",2939.92603452241,41401
"N41421",2940.61623210843,41421
"N41441",2941.30618147724,41441
"N41461",2941.99588277831,41461
"N41481",2942.68533622112,41481
"N41501",2943.37454192333,41501
"N41521",2944.0635000403,41521
"N41541",2944.75221079443,41541
"N41561",2945.44067434344,41561
"N41581",2946.12889084023,41581
"N41601",2946.81686045926,41601
"N41621",2947.50458335095,41621
"N41641",2948.19205970245,41641
"N41661",2948.87928966506,41661
"N41681",2949.56627342671,41681
"N41701",2950.25301112363,41701
"N41721",2950.93950299137,41721
"N41741",2951.62574911763,41741
"N41761",2952.31174967964,41761
"N41781",2952.99750489944,41781
"N41801",2953.68301488435,41801
"N41821",2954.36827983095,41821
"N41841",2955.05329988538,41841
"N41861",2955.73807523475,41861
"N41881",2956.4226060223,41881
"N41901",2957.10689242031,41901
"N41921",2957.79093463796,41921
"N41941",2958.4747327542,41941
"N41961",2959.15828701455,41961
"N41981",2959.84159751341,41981
"N42001",2960.5246645015,42001
"N42021",2961.20748803488,42021
"N42041",2961.89006834136,42041
"N42061",2962.57240560679,42061
"N42081",2963.2544999368,42081
"N42101",2963.9363515531,42101
"N42121",2964.61796056445,42121
"N42141",2965.2993271817,42141
"N42161",2965.98045149948,42161
"N42181",2966.66133376866,42181
"N42201",2967.34197408842,42201
"N42221",2968.02237264402,42221
"N42241",2968.70252958209,42241
"N42261",2969.38244509414,42261
"N42281",2970.06211932318,42281
"N42301",2970.7415524119,42301
"N42321",2971.42074458022,42321
"N42341",2972.0996959076,42341
"N42361",2972.77840661979,42361
"N42381",2973.45687687115,42381
"N42401",2974.13510674532,42401
"N42421",2974.8130965257,42421
"N42441",2975.49084628827,42441
"N42461",2976.1683562186,42461
"N42481",2976.84562649656,42481
"N42501",2977.52265723564,42501
"N42521",2978.19944863965,42521
"N42541",2978.87600082289,42541
"N42561",2979.55231398109,42561
"N42581",2980.22838827406,42581
"N42601",2980.90422381482,42601
"N42621",2981.57982084241,42621
"N42641",2982.2551794392,42641
"N42661",2982.93029980778,42661
"N42681",2983.60518206894,42681
"N42701",2984.27982644554,42701
"N42721",2984.95423301938,42721
"N42741",2985.62840201487,42741
"N42761",2986.30233355089,42761
"N42781",2986.97602777358,42781
"N42801",2987.64948484756,42801
"N42821",2988.32270496586,42821
"N42841",2988.99568826085,42841
"N42861",2989.66843488719,42861
"N42881",2990.340945,42881
"N42901",2991.01321876472,42901
"N42921",2991.68525633666,42921
"N42941",2992.3570578559,42941
"N42961",2993.02862348521,42961
"N42981",2993.69995341612,42981
"N43001",2994.37104773885,43001
"N43021",2995.04190665454,43021
"N43041",2995.71253028785,43041
"N43061",2996.38291884791,43061
"N43081",2997.05307243413,43081
"N43101",2997.72299124321,43101
"N43121",2998.39267540672,43121
"N43141",2999.06212506484,43141
"N43161",2999.7313403983,43161
"N43181",3000.40032154117,43181
"N43201",3001.06906865806,43201
"N43221",3001.73758193465,43221
"N43241",3002.40586144592,43241
"N43261",3003.07390741882,43261
"N43281",3003.74171996663,43281
"N43301",3004.40929927169,43301
"N43321",3005.07664545191,43321
"N43341",3005.74375869537,43341
"N43361",3006.41063913737,43361
"N43381",3007.07728692729,43381
"N43401",3007.74370220811,43401
"N43421",3008.40988516961,43421
"N43441",3009.07583592591,43441
"N43461",3009.74155462763,43461
"N43481",3010.40704144876,43481
"N43501",3011.07229657259,43501
"N43521",3011.73732005494,43521
"N43541",3012.40211213888,43541
"N43561",3013.06667292004,43561
"N43581",3013.7310025847,43581
"N43601",3014.39510127154,43601
"N43621",3015.058969101,43621
"N43641",3015.72260630955,43641
"N43661",3016.38601293352,43661
"N43681",3017.04918921346,43681
"N43701",3017.71213525208,43701
"N43721",3018.37485117093,43721
"N43741",3019.03733722841,43741
"N43761",3019.69959346167,43761
"N43781",3020.36162008916,43781
"N43801",3021.02341718943,43801
"N43821",3021.68498500611,43821
"N43841",3022.34632362005,43841
"N43861",3023.00743320306,43861
"N43881",3023.66831389836,43881
"N43901",3024.32896584353,43901
"N43921",3024.98938920188,43921
"N43941",3025.64958414722,43941
"N43961",3026.30955075381,43961
"N43981",3026.96928924352,43981
"N44001",3027.62879973232,44001
"N44021",3028.28808238194,44021
"N44041",3028.9471372998,44041
"N44061",3029.60596469468,44061
"N44081",3030.26456465254,44081
"N44101",3030.92293735397,44101
"N44121",3031.58108296154,44121
"N44141",3032.23900157029,44141
"N44161",3032.8966933537,44161
"N44181",3033.55415849057,44181
"N44201",3034.21139707273,44201
"N44221",3034.86840930955,44221
"N44241",3035.5251952585,44241
"N44261",3036.18175512368,44261
"N44281",3036.8380890612,44281
"N44301",3037.49419718332,44301
"N44321",3038.15007966804,44321
"N44341",3038.80573662551,44341
"N44361",3039.46116819883,44361
"N44381",3040.11637457804,44381
"N44401",3040.77135585655,44401
"N44421",3041.42611223733,44421
"N44441",3042.0806438077,44441
"N44461",3042.73495073893,44461
"N44481",3043.38903316215,44481
"N44501",3044.04289122445,44501
"N44521",3044.69652509613,44521
"N44541",3045.34993489251,44541
"N44561",3046.00312073837,44561
"N44581",3046.65608282697,44581
"N44601",3047.30882130251,44601
"N44621",3047.96133622522,44621
"N44641",3048.61362778899,44641
"N44661",3049.26569620419,44661
"N44681",3049.91754152301,44681
"N44701",3050.56916392704,44701
"N44721",3051.22056351161,44721
"N44741",3051.87174047832,44741
"N44761",3052.52269494871,44761
"N44781",3053.17342706093,44781
"N44801",3053.82393694398,44801
"N44821",3054.47422478202,44821
"N44841",3055.12429064246,44841
"N44861",3055.77413476801,44861
"N44881",3056.42375718926,44881
"N44901",3057.07315813882,44901
"N44921",3057.72233770003,44921
"N44941",3058.37129604259,44941
"N44961",3059.02003328913,44961
"N44981",3059.66854960761,44981
"N45001",3060.31684509786,45001
"N45021",3060.96491992313,45021
"N45041",3061.61277423346,45041
"N45061",3062.26040813364,45061
"N45081",3062.90782184133,45081
"N45101",3063.55501539414,45101
"N45121",3064.20198899256,45121
"N45141",3064.84874275822,45141
"N45161",3065.49527684307,45161
"N45181",3066.14159136682,45181
"N45201",3066.78768646109,45201
"N45221",3067.433562298,45221
"N45241",3068.0792189993,45241
"N45261",3068.72465671608,45261
"N45281",3069.36987557577,45281
"N45301",3070.01487570009,45301
"N45321",3070.65965723193,45321
"N45341",3071.30422035519,45341
"N45361",3071.94856514405,45361
"N45381",3072.59269178625,45381
"N45401",3073.23660036969,45401
"N45421",3073.88029107963,45421
"N45441",3074.52376402486,45441
"N45461",3075.16701934082,45461
"N45481",3075.81005719919,45481
"N45501",3076.45287769888,45501
"N45521",3077.09548098111,45521
"N45541",3077.73786717714,45541
"N45561",3078.3800364621,45561
"N45581",3079.02198895801,45581
"N45601",3079.6637247552,45601
"N45621",3080.30524404231,45621
"N45641",3080.94654693644,45641
"N45661",3081.58763355182,45661
"N45681",3082.22850405741,45681
"N45701",3082.86915859342,45701
"N45721",3083.50959725571,45721
"N45741",3084.14982022326,45741
"N45761",3084.78982758256,45761
"N45781",3085.42961949198,45781
"N45801",3086.06919612967,45801
"N45821",3086.70855756334,45821
"N45841",3087.34770397102,45841
"N45861",3087.98663545817,45861
"N45881",3088.62535217941,45881
"N45901",3089.2638542454,45901
"N45921",3089.90214180588,45921
"N45941",3090.54021500056,45941
"N45961",3091.17807395802,45961
"N45981",3091.81571882611,45981
"N46001",3092.45314970039,46001
"N46021",3093.09036671921,46021
"N46041",3093.72737007129,46041
"N46061",3094.36415984064,46061
"N46081",3095.00073615735,46081
"N46101",3095.63709916462,46101
"N46121",3096.27324900861,46121
"N46141",3096.90918581004,46141
"N46161",3097.54490968184,46161
"N46181",3098.18042080373,46181
"N46201",3098.81571926356,46201
"N46221",3099.45080520879,46221
"N46241",3100.08567876373,46241
"N46261",3100.72034008464,46261
"N46281",3101.35478929705,46281
"N46301",3101.98902650791,46301
"N46321",3102.62305184352,46321
"N46341",3103.2568655075,46341
"N46361",3103.89046753901,46361
"N46381",3104.52385809107,46381
"N46401",3105.15703734276,46401
"N46421",3105.79000536539,46421
"N46441",3106.42276231984,46441
"N46461",3107.05530836016,46461
"N46481",3107.68764358035,46481
"N46501",3108.3197680788,46501
"N46521",3108.95168206977,46521
"N46541",3109.58338562541,46541
"N46561",3110.21487890043,46561
"N46581",3110.84616201791,46581
"N46601",3111.47723508746,46601
"N46621",3112.10809824685,46621
"N46641",3112.7387516453,46641
"N46661",3113.36919542621,46661
"N46681",3113.99942965839,46681
"N46701",3114.62945449195,46701
"N46721",3115.25927009079,46721
"N46741",3115.88887654464,46741
"N46761",3116.51827401434,46761
"N46781",3117.14746258948,46781
"N46801",3117.77644244471,46801
"N46821",3118.40521366016,46821
"N46841",3119.03377639828,46841
"N46861",3119.66213077157,46861
"N46881",3120.29027691483,46881
"N46901",3120.91821497279,46901
"N46921",3121.54594499843,46921
"N46941",3122.17346721043,46941
"N46961",3122.80078171063,46961
"N46981",3123.42788859438,46981
"N47001",3124.05478799989,47001
"N47021",3124.68148006197,47021
"N47041",3125.30796492331,47041
"N47061",3125.93424271644,47061
"N47081",3126.56031350607,47081
"N47101",3127.18617747505,47101
"N47121",3127.81183470793,47121
"N47141",3128.43728539582,47141
"N47161",3129.06252960625,47161
"N47181",3129.68756748299,47181
"N47201",3130.31239914098,47201
"N47221",3130.93702474132,47221
"N47241",3131.56144438811,47241
"N47261",3132.18565816308,47261
"N47281",3132.80966627872,47281
"N47301",3133.43346879651,47301
"N47321",3134.05706583498,47321
"N47341",3134.68045759681,47341
"N47361",3135.3036441118,47361
"N47381",3135.92662556627,47381
"N47401",3136.54940204128,47401
"N47421",3137.17197368552,47421
"N47441",3137.794340635,47441
"N47461",3138.41650299129,47461
"N47481",3139.03846088612,47481
"N47501",3139.6602144341,47501
"N47521",3140.28176381385,47521
"N47541",3140.90310906972,47541
"N47561",3141.52425035256,47561
"N47581",3142.145187792,47581
"N47601",3142.76592153064,47601
"N47621",3143.38645167345,47621
"N47641",3144.00677836426,47641
"N47661",3144.62690165097,47661
"N47681",3145.2468217412,47681
"N47701",3145.86653873655,47701
"N47721",3146.48605273844,47721
"N47741",3147.10536389232,47741
"N47761",3147.72447227239,47761
"N47781",3148.34337808624,47781
"N47801",3148.96208136695,47801
"N47821",3149.58058230382,47821
"N47841",3150.19888098649,47841
"N47861",3150.81697753991,47861
"N47881",3151.43487208772,47881
"N47901",3152.05256476404,47901
"N47921",3152.67005564295,47921
"N47941",3153.28734491326,47941
"N47961",3153.90443267319,47961
"N47981",3154.52131899845,47981
"N48001",3155.13800407697,48001
"N48021",3155.75448797156,48021
"N48041",3156.37077086443,48041
"N48061",3156.98685281169,48061
"N48081",3157.60273397333,48081
"N48101",3158.21841447014,48101
"N48121",3158.83389437918,48121
"N48141",3159.44917387795,48141
"N48161",3160.06425306191,48161
"N48181",3160.6791320351,48181
"N48201",3161.29381096305,48201
"N48221",3161.90828991738,48221
"N48241",3162.52256904,48241
"N48261",3163.13664845835,48261
"N48281",3163.75052825159,48281
"N48301",3164.36420855832,48301
"N48321",3164.97768954515,48321
"N48341",3165.59097128474,48341
"N48361",3166.20405389472,48361
"N48381",3166.81693748985,48381
"N48401",3167.42962220862,48401
"N48421",3168.04210817259,48421
"N48441",3168.65439549244,48441
"N48461",3169.26648428126,48461
"N48481",3169.87837467998,48481
"N48501",3170.49006674252,48501
"N48521",3171.10156065313,48521
"N48541",3171.71285651599,48541
"N48561",3172.32395442369,48561
"N48581",3172.93485450154,48581
"N48601",3173.5455569232,48601
"N48621",3174.15606171377,48621
"N48641",3174.76636903783,48641
"N48661",3175.3764790168,48661
"N48681",3175.98639179039,48681
"N48701",3176.59610742454,48701
"N48721",3177.205626046,48721
"N48741",3177.81494780391,48741
"N48761",3178.42407281406,48761
"N48781",3179.03300113227,48781
"N48801",3179.64173293339,48801
"N48821",3180.25026830737,48821
"N48841",3180.85860738357,48841
"N48861",3181.4667502707,48861
"N48881",3182.0746971022,48881
"N48901",3182.6824479617,48901
"N48921",3183.29000300212,48921
"N48941",3183.89736230314,48941
"N48961",3184.5045260289,48961
"N48981",3185.11149425908,48981
"N49001",3185.71826708345,49001
"N49021",3186.3248446352,49021
"N49041",3186.93122708139,49041
"N49061",3187.53741449549,49061
"N49081",3188.14340698113,49081
"N49101",3188.7492046475,49101
"N49121",3189.35480764162,49121
"N49141",3189.96021607797,49141
"N49161",3190.56543004288,49161
"N49181",3191.17044966961,49181
"N49201",3191.77527506467,49201
"N49221",3192.37990635431,49221
"N49241",3192.98434363758,49241
"N49261",3193.58858702592,49261
"N49281",3194.19263666373,49281
"N49301",3194.79649262222,49301
"N49321",3195.40015502656,49321
"N49341",3196.00362402684,49341
"N49361",3196.60689967532,49361
"N49381",3197.20998213352,49381
"N49401",3197.81287151925,49401
"N49421",3198.41556790342,49421
"N49441",3199.01807144344,49441
"N49461",3199.62038221141,49461
"N49481",3200.22250033668,49481
"N49501",3200.82442593499,49501
"N49521",3201.42615910933,49521
"N49541",3202.02770000001,49541
"N49561",3202.62904870847,49561
"N49581",3203.23020533732,49581
"N49601",3203.83116996714,49601
"N49621",3204.43194279121,49621
"N49641",3205.03252383282,49641
"N49661",3205.63291325707,49661
"N49681",3206.23311115988,49681
"N49701",3206.83311766966,49701
"N49721",3207.43293286259,49721
"N49741",3208.0325568612,49741
"N49761",3208.63198982004,49761
"N49781",3209.23123180109,49781
"N49801",3209.83028294651,49801
"N49821",3210.42914333385,49821
"N49841",3211.02781307942,49841
"N49861",3211.62629235007,49861
"N49881",3212.22458118164,49881
"N49901",3212.82267972544,49901
"N49921",3213.42058808752,49921
"N49941",3214.01830637061,49941
"N49961",3214.6158346806,49961
"N49981",3215.21317312793,49981
"N50001",3215.81032182711,50001
"N50021",3216.40728092447,50021
"N50041",3217.00405047295,50041
"N50061",3217.60063061982,50061
"N50081",3218.19702143223,50081
"N50101",3218.79322308251,50101
"N50121",3219.38923562263,50121
"N50141",3219.9850592021,50141
"N50161",3220.58069388981,50161
"N50181",3221.17613984233,50181
"N50201",3221.7713971162,50201
"N50221",3222.36646590923,50221
"N50241",3222.96134621549,50241
"N50261",3223.55603819007,50261
"N50281",3224.1505419807,50281
"N50301",3224.74485765366,50301
"N50321",3225.33898532508,50321
"N50341",3225.93292510564,50341
"N50361",3226.52667710183,50361
"N50381",3227.12024145144,50381
"N50401",3227.71361818452,50401
"N50421",3228.30680749697,50421
"N50441",3228.89980947287,50441
"N50461",3229.49262417918,50461
"N50481",3230.0852517459,50481
"N50501",3230.67769230603,50501
"N50521",3231.26994592592,50521
"N50541",3231.8620127774,50541
"N50561",3232.45389287908,50561
"N50581",3233.04558641922,50581
"N50601",3233.63709342434,50601
"N50621",3234.22841408292,50621
"N50641",3234.81954844333,50641
"N50661",3235.41049664906,50661
"N50681",3236.00125877466,50681
"N50701",3236.59183496486,50701
"N50721",3237.18222529004,50721
"N50741",3237.77242989257,50741
"N50761",3238.362448855,50761
"N50781",3238.95228225472,50781
"N50801",3239.54193025874,50801
"N50821",3240.13139292859,50821
"N50841",3240.72067041906,50841
"N50861",3241.30976274355,50861
"N50881",3241.89867010802,50881
"N50901",3242.48739256967,50901
"N50921",3243.07593023161,50921
"N50941",3243.66428321091,50941
"N50961",3244.25245162157,50961
"N50981",3244.8404355422,50981
"N51001",3245.42823510771,51001
"N51021",3246.0158504059,51021
"N51041",3246.60328153859,51041
"N51061",3247.19052863341,51061
"N51081",3247.77759173971,51081
"N51101",3248.36447103361,51101
"N51121",3248.95116657057,51121
"N51141",3249.53767847669,51141
"N51161",3250.1240068511,51161
"N51181",3250.71015179689,51181
"N51201",3251.29611344052,51201
"N51221",3251.88189183333,51221
"N51241",3252.46748711562,51241
"N51261",3253.05289938851,51261
"N51281",3253.63812877895,51281
"N51301",3254.22317536611,51301
"N51321",3254.80803919907,51321
"N51341",3255.39272048222,51341
"N51361",3255.97721924553,51361
"N51381",3256.5615356613,51381
"N51401",3257.14566973678,51401
"N51421",3257.72962166487,51421
"N51441",3258.31339149998,51441
"N51461",3258.89697936827,51461
"N51481",3259.48038535412,51481
"N51501",3260.06360955881,51501
"N51521",3260.64665208744,51521
"N51541",3261.22951308781,51541
"N51561",3261.81219258703,51561
"N51581",3262.39469073648,51581
"N51601",3262.97700762879,51601
"N51621",3263.55914337759,51621
"N51641",3264.14109803758,51641
"N51661",3264.72287175764,51661
"N51681",3265.30446462977,51681
"N51701",3265.88587676489,51701
"N51721",3266.46710823231,51721
"N51741",3267.04815916834,51741
"N51761",3267.62902963561,51761
"N51781",3268.20971980406,51781
"N51801",3268.79022968395,51801
"N51821",3269.37055946687,51821
"N51841",3269.95070920542,51841
"N51861",3270.53067897896,51861
"N51881",3271.11046891937,51881
"N51901",3271.69007913759,51901
"N51921",3272.26950970784,51921
"N51941",3272.84876075274,51941
"N51961",3273.42783235345,51961
"N51981",3274.00672464191,51981
"N52001",3274.58543768352,52001
"N52021",3275.163971602,52021
"N52041",3275.74232649383,52041
"N52061",3276.32050241897,52061
"N52081",3276.89849954289,52081
"N52101",3277.47631793577,52101
"N52121",3278.05395769393,52121
"N52141",3278.6314188982,52141
"N52161",3279.20870170121,52161
"N52181",3279.78580614019,52181
"N52201",3280.36273238426,52201
"N52221",3280.93948049499,52221
"N52241",3281.51605051652,52241
"N52261",3282.09244267286,52261
"N52281",3282.66865695505,52281
"N52301",3283.24469351184,52301
"N52321",3283.82055242378,52321
"N52341",3284.39623380373,52341
"N52361",3284.9717377551,52361
"N52381",3285.54706434476,52381
"N52401",3286.12221371013,52401
"N52421",3286.69718591912,52421
"N52441",3287.27198110182,52441
"N52461",3287.84659932642,52461
"N52481",3288.42104070183,52481
"N52501",3288.9953053303,52501
"N52521",3289.56939330824,52521
"N52541",3290.14330474352,52541
"N52561",3290.71703972208,52561
"N52581",3291.29059831591,52581
"N52601",3291.86398069836,52601
"N52621",3292.43718688397,52621
"N52641",3293.01021700245,52641
"N52661",3293.58307117967,52661
"N52681",3294.15574948433,52681
"N52701",3294.72825200292,52701
"N52721",3295.3005788425,52721
"N52741",3295.87273013292,52741
"N52761",3296.44470594468,52761
"N52781",3297.01650633837,52781
"N52801",3297.58813145951,52801
"N52821",3298.15958140479,52821
"N52841",3298.73085625348,52841
"N52861",3299.30195610241,52861
"N52881",3299.8728810402,52881
"N52901",3300.44363121622,52901
"N52921",3301.01420663454,52921
