rec,size_cat,region,qual_ed,institutionCode,typeStatus,acceptedScientificName_ed,taxonConceptID,NAME,individualCount,INCL,individualCount_ed,taxonRank_ed,TR_w_TCID,datasetName,basisOfRecord,eventDate,year,Longitude,Latitude,depth,SITE,kingdom,phylum,class,order,family,genus,species,taxonRank,associatedReferences
24090,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_132),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
24095,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_132),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
24096,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_132),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
24114,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_132),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
24117,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_192),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
24156,macrofauna,EAST,,NHMUK,,Gadilida,Gadilida sp. (NHM_192),,NA,no- duplicate,1,order,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Scaphopoda,Gadilida,,,,ORDER,
5030,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24149,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24159,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24128,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-16T00:00:00,2013,-116.71,13.811667,4076,site -116.71_13.811667_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24136,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-16T00:00:00,2013,-116.71,13.811667,4076,site -116.71_13.811667_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
5043,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24089,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24094,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
24097,macrofauna,EAST,,NHMUK,,Ledella,Ledella sp. (NHM_381),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,,GENUS,
4190,macrofauna,EAST,,NHMUK,,Limopsis,Limopsis sp. (NHM_453),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-21T00:00:00,2013,-116.59,13.90165,4163,site -116.59_13.90165_4163,Animalia,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,,GENUS,
24081,macrofauna,EAST,,NHMUK,,Limopsis,Limopsis sp. (NHM_453),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-21T00:00:00,2013,-116.59,13.90165,4163,site -116.59_13.90165_4163,Animalia,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,,GENUS,
24168,macrofauna,EAST,,NHMUK,,Limopsis,Limopsis sp. (NHM_453),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-21T00:00:00,2013,-116.59,13.90165,4163,site -116.59_13.90165_4163,Animalia,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,,GENUS,
24079,macrofauna,EAST,,NHMUK,,Thyasira,Thyasira sp. (NHM_180),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,,GENUS,
24082,macrofauna,EAST,,NHMUK,,Thyasira,Thyasira sp. (NHM_180),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,,GENUS,
24142,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24143,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24121,macrofauna,EAST,,NHMUK,,Myonera,Myonera sp. (NHM_186),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,,Cuspidariidae,Myonera,,GENUS,
24122,macrofauna,EAST,,NHMUK,,Myonera,Myonera sp. (NHM_186),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,,Cuspidariidae,Myonera,,GENUS,
24127,macrofauna,EAST,,NHMUK,,Thyasira,Thyasira sp. (NHM_180),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,,GENUS,
24144,macrofauna,EAST,,NHMUK,,Thyasira,Thyasira sp. (NHM_180),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,,GENUS,
20522,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
22217,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24118,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24119,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24123,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24124,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24130,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24137,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
5017,macrofauna,EAST,,NHMUK,,Fissidentalium,Fissidentalium sp. (NHM_261),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,
24066,macrofauna,EAST,,NHMUK,,Fissidentalium,Fissidentalium sp. (NHM_261),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,
24125,macrofauna,EAST,,NHMUK,,Fissidentalium,Fissidentalium sp. (NHM_261),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,
24153,macrofauna,EAST,,NHMUK,,Fissidentalium,Fissidentalium sp. (NHM_261),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,
24172,macrofauna,EAST,,NHMUK,,Fissidentalium,Fissidentalium sp. (NHM_261),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Fissidentalium,,GENUS,
24072,macrofauna,EAST,,NHMUK,,Gadila,Gadila sp. (NHM_345),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,GENUS,
24120,macrofauna,EAST,,NHMUK,,Gadila,Gadila sp. (NHM_345),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,GENUS,
24154,macrofauna,EAST,,NHMUK,,Gadila,Gadila sp. (NHM_345),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,GENUS,
24177,macrofauna,EAST,,NHMUK,,Gadila,Gadila sp. (NHM_345),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,GENUS,
24186,macrofauna,EAST,,NHMUK,,Gadila,Gadila sp. (NHM_345),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,GENUS,
22223,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24068,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
24129,macrofauna,EAST,,NHMUK,,Yoldiella,Yoldiella sp. (NHM_190),,NA,no- duplicate,1,genus,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,,GENUS,
20558,macrofauna,EAST,,NHMUK,,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Solenogastres,Cavibelonia,Acanthomeniidae,,,FAMILY,
24147,macrofauna,EAST,,NHMUK,,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Solenogastres,Cavibelonia,Acanthomeniidae,,,FAMILY,
24151,macrofauna,EAST,,NHMUK,,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Solenogastres,Cavibelonia,Acanthomeniidae,,,FAMILY,
24162,macrofauna,EAST,,NHMUK,,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Solenogastres,Cavibelonia,Acanthomeniidae,,,FAMILY,
24083,macrofauna,EAST,,NHMUK,,Pruvotinidae,Lophomeniinae sp. (NHM_027),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Solenogastres,Cavibelonia,Pruvotinidae,,,FAMILY,
24093,macrofauna,EAST,,NHMUK,,Pruvotinidae,Lophomeniinae sp. (NHM_027),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Solenogastres,Cavibelonia,Pruvotinidae,,,FAMILY,
24166,macrofauna,EAST,,NHMUK,,Pruvotinidae,Lophomeniinae sp. (NHM_027),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Solenogastres,Cavibelonia,Pruvotinidae,,,FAMILY,
24173,macrofauna,EAST,,NHMUK,,Pruvotinidae,Lophomeniinae sp. (NHM_027),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Mollusca,Solenogastres,Cavibelonia,Pruvotinidae,,,FAMILY,
24075,macrofauna,EAST,,NHMUK,,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,,,FAMILY,
24145,macrofauna,EAST,,NHMUK,,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,,,FAMILY,
24165,macrofauna,EAST,,NHMUK,,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,,,FAMILY,
24182,macrofauna,EAST,,NHMUK,,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,no- duplicate,1,family,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,,,FAMILY,
24133,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
