rec,size_cat,region,qual_ed,institutionCode,typeStatus,acceptedScientificName_ed,taxonConceptID,NAME,individualCount,INCL,individualCount_ed,taxonRank_ed,TR_w_TCID,datasetName,basisOfRecord,eventDate,year,Longitude,Latitude,depth,SITE,kingdom,phylum,class,order,family,genus,species,taxonRank,associatedReferences
24184,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24188,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24063,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24064,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24065,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24101,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24115,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24102,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24110,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24116,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24108,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24112,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24106,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24135,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24140,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-13T00:00:00,2013,-116.550183,13.934817,4082,site -116.550183_13.934817_4082,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
5012,macrofauna,EAST,,NHMUK,,Veleropilina oligotropha,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.54885,13.863283,4050,site -116.54885_13.863283_4050,Animalia,Mollusca,Monoplacophora,Tryblidiida,Neopilinidae,Veleropilina,Veleropilina oligotropha,SPECIES,
24091,macrofauna,EAST,,NHMUK,,Veleropilina oligotropha,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.54885,13.863283,4050,site -116.54885_13.863283_4050,Animalia,Mollusca,Monoplacophora,Tryblidiida,Neopilinidae,Veleropilina,Veleropilina oligotropha,SPECIES,
24092,macrofauna,EAST,,NHMUK,,Veleropilina oligotropha,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.54885,13.863283,4050,site -116.54885_13.863283_4050,Animalia,Mollusca,Monoplacophora,Tryblidiida,Neopilinidae,Veleropilina,Veleropilina oligotropha,SPECIES,
24131,macrofauna,EAST,,NHMUK,,Leptochiton macleani,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.544317,13.863667,4050,site -116.544317_13.863667_4050,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton macleani,SPECIES,
24167,macrofauna,EAST,,NHMUK,,Leptochiton macleani,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.544317,13.863667,4050,site -116.544317_13.863667_4050,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton macleani,SPECIES,
24171,macrofauna,EAST,,NHMUK,,Leptochiton macleani,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.544317,13.863667,4050,site -116.544317_13.863667_4050,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton macleani,SPECIES,
24174,macrofauna,EAST,,NHMUK,,Leptochiton macleani,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.544317,13.863667,4050,site -116.544317_13.863667_4050,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton macleani,SPECIES,
24187,macrofauna,EAST,,NHMUK,,Leptochiton macleani,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-20T00:00:00,2013,-116.544317,13.863667,4050,site -116.544317_13.863667_4050,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton macleani,SPECIES,
24071,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24180,macrofauna,EAST,,NHMUK,,Bathyspinula calcar,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
24148,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24189,macrofauna,EAST,,NHMUK,,Nucula profundorum,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,Nucula profundorum,SPECIES,
24074,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24077,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24126,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24152,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24155,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24179,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24183,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
24185,macrofauna,EAST,,NHMUK,,Vesicomya galatheae,,,NA,no- duplicate,1,species,species,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Mollusca",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.486667,13.755833,4076,site -116.486667_13.755833_4076,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,SPECIES,
65353,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_303),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-19T02:00:00,2013,-116.7163,13.93307,NA,site -116.7163_13.93307_NA,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
6435,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_303),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.716283,13.933067,4182,site -116.716283_13.933067_4182,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
6422,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_072),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.64495,13.849883,4108,site -116.64495_13.849883_4108,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
65331,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_072),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-09T02:00:00,2013,-116.6449,13.84988,NA,site -116.6449_13.84988_NA,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
6428,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_041),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-09T00:00:00,2013,-116.558433,13.8372,4336,site -116.558433_13.8372_4336,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
65357,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_041),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-09T02:00:00,2013,-116.5584,13.8372,NA,site -116.5584_13.8372_NA,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
65334,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_303),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-17T02:00:00,2013,-116.4638,13.7621,NA,site -116.4638_13.7621_NA,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
6433,megafauna,EAST,incertae sedis,NHMUK,,Ophiuroidea,Ophiuroidea incertae sedis sp. (NHM_303),,1,no- duplicate,1,class,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-17T00:00:00,2013,-116.46375,13.7621,4110,site -116.46375_13.7621_4110,Animalia,Echinodermata,Ophiuroidea,,,,,CLASS,
65352,megafauna,EAST,cf.,NHMUK,,Silax daleus,Amphioplus cf. daleus,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-11T02:00:00,2013,-116.7031,13.79335,NA,site -116.7031_13.79335_NA,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,Amphioplus daleus,SPECIES,
6411,megafauna,EAST,cf.,NHMUK,,Silax daleus,Amphioplus cf. daleus,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.703083,13.79335,4081,site -116.703083_13.79335_4081,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,Amphioplus daleus,SPECIES,
913,megafauna,EAST,cf.,NHMUK,,Ophiosphalma glabrum,Ophiomusium cf. glabrum,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-11T00:00:00,2013,-116.698517,13.758333,4080,site -116.698517_13.758333_4080,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,Ophiosphalma glabrum,SPECIES,
65350,megafauna,EAST,cf.,NHMUK,,Ophiosphalma glabrum,Ophiomusium cf. glabrum,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-11T02:00:00,2013,-116.6985,13.75833,NA,site -116.6985_13.75833_NA,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,Ophiosphalma glabrum,SPECIES,
6423,megafauna,EAST,cf.,NHMUK,,Porcellanaster ceruleus,Porcellanaster cf. ceruleus,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-12T00:00:00,2013,-116.568217,13.963233,4084,site -116.568217_13.963233_4084,Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,Porcellanaster ceruleus,SPECIES,
65330,megafauna,EAST,cf.,NHMUK,,Porcellanaster ceruleus,Porcellanaster cf. ceruleus,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-12T02:00:00,2013,-116.5682,13.96323,NA,site -116.5682_13.96323_NA,Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,Porcellanaster ceruleus,SPECIES,
6431,megafauna,EAST,cf.,NHMUK,,Benthodytes sanguinolenta,Benthodytes cf. sanguinolenta,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-15T00:00:00,2013,-116.5513,13.9629,4063,site -116.5513_13.9629_4063,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes sanguinolenta,SPECIES,
65342,megafauna,EAST,cf.,NHMUK,,Benthodytes sanguinolenta,Benthodytes cf. sanguinolenta,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",HUMAN_OBSERVATION,2013-10-15T02:00:00,2013,-116.5513,13.9629,NA,site -116.5513_13.9629_NA,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes sanguinolenta,SPECIES,
6430,megafauna,EAST,cf.,NHMUK,,Psychropotes semperiana,Psychropotes cf. semperiana,,1,no- duplicate,1,species,temporary name,"Abyssal fauna of the UK-1 polymetallic nodule exploration claim, Clarion-Clipperton Zone, central Pacific Ocean: Echinodermata",PRESERVED_SPECIMEN,2013-10-15T00:00:00,2013,-116.550927,13.962792,4062,site -116.550927_13.962792_4062,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,Psychropotes semperiana,SPECIES,
