rec,size_cat,REGION,qualif_ed,occurrenceID,basisOfRecord,INCL,ScientificName_accepted,taxonConceptID,NAME,individualCount,TR_w_TCID,taxonRank_ed,phylum,class,order,family,genus,Latitude,Longitude,depth,date_year,SITE,datasetName,associatedReferences
9236,macrofauna,CENTRAL,cf.,Ifremer_bio_dba_113188,HumanObservation,,Nannoniscus menziesi,Nannoniscus cf. menziesi,Nannoniscus cf. menziesi,3,temporary name,species,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscus,14,-130,5027,2012,site 14_-130_5027,NA,NA
2265,macrofauna,CENTRAL,cf.,Ifremer_bio_dba_113227,HumanObservation,,Nannoniscus menziesi,Nannoniscus cf. menziesi,Nannoniscus cf. menziesi,3,temporary name,species,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscus,14,-130,4986,2012,site 14_-130_4986,NA,NA
96635,macrofauna,CENTRAL,cf.,Ifremer_bio_dba_113265,HumanObservation,,Nannoniscus menziesi,Nannoniscus cf. menziesi,Nannoniscus cf. menziesi,5,temporary name,species,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscus,14,-130,5045,2012,site 14_-130_5045,NA,NA
37389,macrofauna,CENTRAL,cf.,Ifremer_bio_dba_113335,HumanObservation,,Nannoniscus menziesi,Nannoniscus cf. menziesi,Nannoniscus cf. menziesi,6,temporary name,species,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscus,14,-130,5022,2012,site 14_-130_5022,NA,NA
53127,meiofauna,CENTRAL,,Ifremer_bio_dba_98627,HumanObservation,,Neobrychiopontius galeronae,,Neobrychiopontius galeronae,1,species,species,Arthropoda,Hexanauplia,Siphonostomatoida,Brychiopontiidae,Neobrychiopontius,14,-130,4979,2004,site 14_-130_4979,NA,NA
30211,macrofauna,WEST,,urn:catalog:IBSS:M_ZOOBENTOS:M_ZOOBENTOS389,Occurrence,,Nephasoma (Nephasoma) constricticervix,,Nephasoma (Nephasoma) constricticervix,1,species,species,Sipuncula,Sipunculidea,Golfingiida,Golfingiidae,Nephasoma,10.96667,-153.3583,5770,1968,site 10.96667_-153.3583_5770,NA,NA
34015,macrofauna,CENTRAL,,,PreservedSpecimen,,Nerocila excisa,,Nerocila excisa,1,species,species,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,9.95,-137.783,NA,1899,site 9.95_-137.783_NA,NA,"National Museum of Natural History, Smithsonian Institution"
126199,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
97456,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.23,-129.9167,4938,1980,site 13.23_-129.9167_4938,NA,"National Museum of Natural History, Smithsonian Institution"
93556,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
75747,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.23,-129.9167,4907,1980,site 13.23_-129.9167_4907,NA,"National Museum of Natural History, Smithsonian Institution"
72725,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4801,1980,site 13.21667_-129.8833_4801,NA,"National Museum of Natural History, Smithsonian Institution"
44130,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4877,1980,site 13.21667_-129.8833_4877,NA,"National Museum of Natural History, Smithsonian Institution"
33249,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
23579,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4862,1980,site 13.21667_-129.8833_4862,NA,"National Museum of Natural History, Smithsonian Institution"
15864,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
97501,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4816,1980,site 13.21667_-129.8667_4816,NA,"National Museum of Natural History, Smithsonian Institution"
80657,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4877,1980,site 13.21667_-129.8667_4877,NA,"National Museum of Natural History, Smithsonian Institution"
68943,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4923,1980,site 13.21667_-129.8667_4923,NA,"National Museum of Natural History, Smithsonian Institution"
61461,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4846,1980,site 13.21667_-129.8667_4846,NA,"National Museum of Natural History, Smithsonian Institution"
26077,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4877,1980,site 13.21667_-129.8667_4877,NA,"National Museum of Natural History, Smithsonian Institution"
14595,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4892,1980,site 13.21667_-129.8667_4892,NA,"National Museum of Natural History, Smithsonian Institution"
10582,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta mutabilis mutabilis,,Oneirophanta mutabilis mutabilis,2,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4831,1980,site 13.21667_-129.8667_4831,NA,"National Museum of Natural History, Smithsonian Institution"
2735,megafauna,CENTRAL,,Ifremer_bio_dba_95564,HumanObservation,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,14,-130,4979,2004,site 14_-130_4979,NA,NA
95762,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
103775,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4907,1980,site 13.21667_-129.8667_4907,NA,"National Museum of Natural History, Smithsonian Institution"
74978,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4923,1980,site 13.21667_-129.8667_4923,NA,"National Museum of Natural History, Smithsonian Institution"
44484,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4831,1980,site 13.21667_-129.8667_4831,NA,"National Museum of Natural History, Smithsonian Institution"
42164,megafauna,CENTRAL,,,PreservedSpecimen,,Oneirophanta setigera,,Oneirophanta setigera,1,species,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,13.21667,-129.8667,4831,1980,site 13.21667_-129.8667_4831,NA,"National Museum of Natural History, Smithsonian Institution"
73020,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,12.05333,-131.5867,4923,1980,site 12.05333_-131.5867_4923,NA,"National Museum of Natural History, Smithsonian Institution"
87072,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.15833,-129.955,4816,1979,site 13.15833_-129.955_4816,NA,"National Museum of Natural History, Smithsonian Institution"
124014,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,7,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
122172,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
120262,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4785,1980,site 13.23_-129.9167_4785,NA,"National Museum of Natural History, Smithsonian Institution"
110215,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4941,1980,site 13.23_-129.9167_4941,NA,"National Museum of Natural History, Smithsonian Institution"
107988,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,8,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
103789,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
99596,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,3,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
91119,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4907,1980,site 13.23_-129.9167_4907,NA,"National Museum of Natural History, Smithsonian Institution"
88110,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4923,1980,site 13.23_-129.9167_4923,NA,"National Museum of Natural History, Smithsonian Institution"
87508,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4941,1980,site 13.23_-129.9167_4941,NA,"National Museum of Natural History, Smithsonian Institution"
86082,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4755,1980,site 13.23_-129.9167_4755,NA,"National Museum of Natural History, Smithsonian Institution"
78925,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4785,1980,site 13.23_-129.9167_4785,NA,"National Museum of Natural History, Smithsonian Institution"
63376,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4941,1980,site 13.23_-129.9167_4941,NA,"National Museum of Natural History, Smithsonian Institution"
60993,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
51558,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
51413,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4877,1980,site 13.23_-129.9167_4877,NA,"National Museum of Natural History, Smithsonian Institution"
49455,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4907,1980,site 13.23_-129.9167_4907,NA,"National Museum of Natural History, Smithsonian Institution"
45953,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4846,1980,site 13.23_-129.9167_4846,NA,"National Museum of Natural History, Smithsonian Institution"
27925,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4755,1980,site 13.23_-129.9167_4755,NA,"National Museum of Natural History, Smithsonian Institution"
27554,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,3,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4846,1980,site 13.23_-129.9167_4846,NA,"National Museum of Natural History, Smithsonian Institution"
27107,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4907,1980,site 13.23_-129.9167_4907,NA,"National Museum of Natural History, Smithsonian Institution"
21148,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
19242,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,3,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
9634,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.23,-129.9167,4907,1980,site 13.23_-129.9167_4907,NA,"National Museum of Natural History, Smithsonian Institution"
2751,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.22999954,-129.9166718,4846,1980,site 13.22999954_-129.9166718_4846,NA,"National Museum of Natural History, Smithsonian Institution"
87899,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.24,-129.8861,4846,1979,site 13.24_-129.8861_4846,NA,"National Museum of Natural History, Smithsonian Institution"
125312,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
114961,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4877,1980,site 13.21667_-129.8833_4877,NA,"National Museum of Natural History, Smithsonian Institution"
113510,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4892,1980,site 13.21667_-129.8833_4892,NA,"National Museum of Natural History, Smithsonian Institution"
105122,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
96044,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,6,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
95447,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4877,1980,site 13.21667_-129.8833_4877,NA,"National Museum of Natural History, Smithsonian Institution"
91798,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,6,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
86905,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,3,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4877,1980,site 13.21667_-129.8833_4877,NA,"National Museum of Natural History, Smithsonian Institution"
73671,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
72705,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,6,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
69428,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,6,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4862,1980,site 13.21667_-129.8833_4862,NA,"National Museum of Natural History, Smithsonian Institution"
51427,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,10,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4801,1980,site 13.21667_-129.8833_4801,NA,"National Museum of Natural History, Smithsonian Institution"
51190,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,3,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
47779,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
43983,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,10,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4831,1980,site 13.21667_-129.8833_4831,NA,"National Museum of Natural History, Smithsonian Institution"
35245,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
33326,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4831,1980,site 13.21667_-129.8833_4831,NA,"National Museum of Natural History, Smithsonian Institution"
33014,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,8,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
29771,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,8,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
25150,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4862,1980,site 13.21667_-129.8833_4862,NA,"National Museum of Natural History, Smithsonian Institution"
24056,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4831,1980,site 13.21667_-129.8833_4831,NA,"National Museum of Natural History, Smithsonian Institution"
23878,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4862,1980,site 13.21667_-129.8833_4862,NA,"National Museum of Natural History, Smithsonian Institution"
19393,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4892,1980,site 13.21667_-129.8833_4892,NA,"National Museum of Natural History, Smithsonian Institution"
12361,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4923,1980,site 13.21667_-129.8833_4923,NA,"National Museum of Natural History, Smithsonian Institution"
7342,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,4,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4831,1980,site 13.21667_-129.8833_4831,NA,"National Museum of Natural History, Smithsonian Institution"
6619,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
90944,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,7,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.14833,-129.8694,4877,1979,site 13.14833_-129.8694_4877,NA,"National Museum of Natural History, Smithsonian Institution"
120389,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,1,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8667,4877,1980,site 13.21667_-129.8667_4877,NA,"National Museum of Natural History, Smithsonian Institution"
108562,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,2,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8667,4846,1980,site 13.21667_-129.8667_4846,NA,"National Museum of Natural History, Smithsonian Institution"
76357,megafauna,CENTRAL,,,PreservedSpecimen,,Ophiosphalma armatum,,Ophiosphalma armatum,5,species,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,13.21667,-129.8667,4923,1980,site 13.21667_-129.8667_4923,NA,"National Museum of Natural History, Smithsonian Institution"
